universe.size,Cycle breaking,Grounding,answer,number.of.independent.pairs,instance,proportion.probabilistic,Propagating evidence,domain.size,Clark's completion,Total time,number.of.facts,number.of.variables,maximum.arity,number.of.predicates,DSharp compilation,maximum.number.of.nodes
4020200,0.0000,0.0014,1,23,0,0.25,0.0000,100,0.0000,26.9454,100000,2,3,8,0.0004,4
24160200,0.0000,0.0009,1,22,1,0.25,0.0000,200,0.0000,1.8778,10000,2,3,8,0.0004,2
3020300,0.0001,0.0012,0.3,23,1,0.75,0.0000,100,0.0000,24.3665,100000,2,3,8,0.0004,4
20200,0.0000,0.0010,1,0,4,0.25,0.0000,100,0.0000,2.5020,15150.0,4,2,4,0.0004,2
4010300,0.0000,0.0016,1,8,6,0.75,0.0000,100,0.0000,2.7283,10000,2,3,8,0.0004,4
2010100,0.0000,0.0018,1,6,6,0.25,0.0000,100,0.0000,0.2490,1000,4,3,4,0.0006,8
3200,,0.0041,,20,9,0.5,0.0000,400,,0.4342,2400.0,8,1,8,,8
24120400,0.0000,0.0017,1,15,4,0.25,0.0000,200,0.0000,25.6371,100000,4,3,8,0.0004,4
3030200,0.0000,0.0050,1,28,2,0.5,0.0002,100,0.0000,0.1832,1000,2,3,8,0.0005,2
20200,,0.1086,,6,9,0.5,0.0000,100,,3.5982,15150.0,4,2,4,,4
200600,0.0000,0.0016,1,19,6,0.25,0.0000,200,0.0000,21.2397,100000,2,2,8,0.0005,2
40000,,0.0045,,6,3,0.25,0.0000,100,,0.2116,1000,4,2,4,,4
30500,,0.0104,,4,6,0.75,0.0000,100,,2.4590,10000,8,2,8,,8
40400,0.0002,0.0015,0.5,26,0,0.75,0.0000,100,0.0000,2.6347,10000,2,2,8,0.0006,8
50300,,0.0022,,16,4,0.25,0.0000,100,,5.6711,37725.0,4,2,8,,2
3010400,0.0001,0.0010,0.6,28,8,0.75,0.0000,100,0.0000,2.0056,10000,2,3,8,0.0003,2
3010400,0.0003,0.0031,0.442,15,8,0.5,0.0000,100,0.0001,1.7878,10000,4,3,8,0.0182,4
40040400,0.0001,0.0017,0.9,1,8,0.75,0.0000,200,0.0000,27.3692,100000,4,3,8,0.0006,8
1600,,0.0106,,20,0,0.75,0.0000,200,,0.1967,1000,8,1,8,,8
2010100,0.0000,0.0015,1,1,0,0.5,0.0000,100,0.0000,1.9841,10000,8,3,4,0.0005,4
3200,0.0001,0.0024,1,5,5,0.25,0.0000,400,0.0000,0.1554,1000,4,1,8,0.0007,2
160800,0.0000,0.0056,1,9,2,0.25,0.0001,200,0.0000,1.9178,10000,4,2,8,0.0006,8
640000,,0.0072,,0,0,0.25,0.0000,400,,0.3649,1000,4,2,4,,2
80000,,0.0106,,0,8,0.25,0.0000,200,,0.2047,1000,4,2,2,,2
3200,,0.0026,,10,0,0.5,0.0000,400,,0.1292,1000,4,1,8,,8
40400,,0.0036,,12,3,0.5,0.0000,100,,0.2229,1000,8,2,8,,2
40400,0.0001,0.0022,1,26,9,0.25,0.0000,100,0.0000,1.9973,10000,2,2,8,0.0007,8
3010400,,0.0114,,3,6,0.25,0.0000,100,,0.3831,1000,4,3,8,,2
121000,0.0000,0.0013,1,17,4,0.75,0.0000,200,0.0000,25.4656,90750.0,2,2,8,0.0004,4
40400,,0.0083,,16,1,0.25,0.0000,100,,0.3278,1000,4,2,8,,2
64000400,0.0001,0.0016,0.1,1,9,0.75,0.0000,400,0.0000,0.2620,1000,2,3,2,0.0005,4
240400,0.0000,0.0032,1,8,4,0.25,0.0000,200,0.0000,1.3608,10000,4,2,8,0.0006,8
40600,,0.2296,,6,8,0.25,0.0000,200,,5.2150,30450.0,4,2,4,,4
2030300,0.0002,0.0024,0.9,15,2,0.75,0.0000,100,0.0000,2.6526,10000,2,3,8,0.0005,4
2020400,0.0002,0.0022,0.7,22,6,0.75,0.0000,100,0.0000,26.8782,100000,2,3,8,0.0004,2
80000,,0.1406,,0,3,0.25,0.0000,200,,9.9803,60000.0,4,2,2,,2
24000200,0.0000,0.0012,1,6,4,0.25,0.0000,200,0.0000,0.1873,1000,4,3,4,0.0004,8
200600,0.0001,0.0019,0.4,17,0,0.75,0.0000,200,0.0000,2.6990,10000,2,2,8,0.0007,4
1600,,0.0033,,15,6,0.25,0.0000,200,,0.1780,1200.0,8,1,8,,8
1600,,0.0063,,1,7,0.5,0.0001,200,,0.1759,1000,8,1,8,,2
160800,,0.0034,,16,5,0.25,0.0000,200,,0.1251,1000,4,2,8,,2
120200,0.0002,0.0019,0.7,4,0,0.75,0.0000,200,0.0000,1.7091,10000,4,2,4,0.0004,8
3020300,0.0001,0.0084,0.1,17,7,0.5,0.0000,100,0.0000,2.5686,10000,8,3,8,0.0006,4
40400,,0.0045,,12,3,0.75,0.0000,100,,0.3403,1000,8,2,8,,2
1600,0.0000,0.0023,1,5,3,0.25,0.0000,400,0.0000,0.1171,1000,4,1,4,0.0005,2
3040100,0.0001,0.0014,0.4,15,0,0.5,0.0000,100,0.0000,22.7870,100000,4,3,8,0.0005,4
1600,,0.0103,,1,1,0.75,0.0000,200,,0.2897,1000,8,1,8,,2
482000,0.0000,0.0021,1,9,8,0.25,0.0000,400,0.0000,22.4007,100000,4,2,8,0.0007,8
64960400,,0.0126,,17,2,0.25,0.0000,400,,2.0586,10000,8,3,8,,4
1000100,0.0001,0.0015,0.4,1,5,0.75,0.0000,100,0.0001,3.3917,10000,2,3,2,0.0005,4
320800,0.0000,0.0010,1,4,7,0.25,0.0000,400,0.0000,19.2513,100000,4,2,4,0.0004,8
160800,,0.0087,,4,4,0.75,0.0000,200,,0.1814,1000,8,2,8,,8
480400,0.0001,0.0025,0.1,6,0,0.75,0.0000,400,0.0000,0.1917,1000,4,2,4,0.0005,4
121000,0.0015,0.0013,0.5,9,8,0.75,0.0000,200,0.0000,24.0670,90750.0,4,2,8,0.0004,8
50300,0.0001,0.0012,0.8,19,2,0.25,0.0000,100,0.0000,7.7719,37725.0,2,2,8,0.0004,2
192161600,0.0000,0.0011,1,15,3,0.75,0.0000,400,0.0000,2.9697,10000,4,3,8,0.0004,4
3020300,0.0000,0.0025,1,15,3,0.5,0.0000,100,0.0000,24.8697,100000,2,3,8,0.0005,4
1600,,0.0076,,5,9,0.75,0.0000,200,,0.1764,1000,8,1,8,,2
1600,,59.8185,,9,3,0.5,0.0000,200,,60.0002,1200.0,4,1,8,,4
800,,0.0066,,15,2,0.25,0.0000,100,,0.1338,600.0,8,1,8,,8
641600,,0.1070,,16,1,0.5,0.0000,400,,19.4300,100000,4,2,8,,2
8000600,0.0001,0.0032,0.9,1,9,0.25,0.0000,200,0.0000,20.0012,100000,8,3,4,0.0007,4
70100,0.0001,0.0009,0.4,9,4,0.75,0.0000,100,0.0001,0.1200,1000,4,2,8,0.0003,8
3200,,0.0022,,8,9,0.75,0.0000,400,,0.0936,1000,8,1,8,,8
800,,0.0047,,8,8,0.75,0.0000,100,,0.0661,600.0,8,1,8,,8
320000,0.0001,0.0034,0.2,0,1,0.5,0.0000,400,0.0000,23.7085,100000,4,2,2,0.0006,2
320320400,0.0001,0.0012,0.2,28,7,0.5,0.0000,400,0.0000,26.4322,100000,2,3,8,0.0005,2
1600,0.2148,0.3666,1,11,6,0.75,0.0000,200,0.1269,1.6622,1200.0,8,1,8,0.3353,4
40200,0.0002,0.3510,1,0,5,0.25,0.0000,200,0.0000,1.3087,10000,4,2,2,0.0003,2
2010100,,1.0129,,1,8,0.75,0.0000,100,,33.0575,100000,8,3,4,,4
30100,0.0002,0.0020,0.1,4,0,0.25,0.0000,100,0.0000,2.7571,22575.0,4,2,4,0.0004,8
200600,,35.4995,,9,9,0.75,0.0000,200,,60.0003,100000,4,2,8,,8
3200,0.0004,0.9914,1,3,5,0.25,0.0000,400,0.0000,1.1759,2400.0,4,1,8,0.0003,8
8160600,0.0001,0.0011,0.6,15,7,0.75,0.0000,200,0.0000,2.1253,10000,2,3,8,0.0004,4
30100,,0.0755,,4,4,0.25,0.0000,100,,2.1233,10000,4,2,4,,8
121000,0.0000,0.0012,1,12,6,0.25,0.0000,200,0.0000,19.9183,90750.0,8,2,8,0.0004,2
70100,0.0000,0.0018,1,12,8,0.75,0.0000,100,0.0000,2.1642,10000,8,2,8,0.0004,2
200600,0.0004,0.0048,0.615,16,4,0.5,0.0000,200,0.0001,19.8399,100000,4,2,8,0.0258,2
1600,,0.0034,,1,3,0.75,0.0000,200,,0.1051,1200.0,8,1,8,,2
3200,,0.0022,,15,1,0.75,0.0000,400,,0.0902,1000,8,1,8,,8
3030200,0.0001,0.0011,0.8,28,2,0.25,0.0000,100,0.0000,21.2442,100000,2,3,8,0.0004,2
1280000,,0.0034,,1,6,0.75,0.0000,400,,0.1173,1000,8,2,8,,2
3200,,0.0051,,5,1,0.25,0.0000,400,,0.1643,2400.0,4,1,8,,2
400,,0.0034,,1,9,0.75,0.0000,200,,0.0541,300.0,8,1,2,,8
128000000,0.0001,0.0017,0.7,1,2,0.5,0.0000,400,0.0000,18.2315,100000,2,3,2,0.0006,4
64160800,,0.0036,,1,0,0.75,0.0000,400,,17.8998,100000,4,3,4,,4
3020300,0.0000,0.0010,1,1,7,0.5,0.0000,100,0.0000,1.5938,10000,4,3,8,0.0003,8
1010000,0.0000,0.0016,1,1,0,0.25,0.0000,100,0.0000,1.3085,10000,2,3,2,0.0005,4
1600,0.1167,0.2772,1,22,0,0.75,0.0000,200,0.0923,1.2410,1000,8,1,8,0.2440,8
256001600,0.0000,0.0014,1,15,5,0.5,0.0000,400,0.0000,0.1049,1000,8,3,8,0.0003,4
24160200,0.0001,0.0011,0.4,15,0,0.75,0.0000,200,0.0000,17.2503,100000,4,3,8,0.0005,4
60200,0.0000,0.0012,1,12,7,0.75,0.0000,100,0.0000,9.8650,45150.0,8,2,8,0.0004,2
80400,0.0000,0.0014,1,6,9,0.25,0.0000,200,0.0000,1.4396,10000,4,2,4,0.0005,4
200600,0.0002,0.0023,0.3,27,9,0.5,0.0000,200,0.0001,0.1853,1000,2,2,8,0.0005,2
32080400,0.0001,0.0018,0.8,21,1,0.5,0.0000,200,0.0000,28.9845,100000,4,3,8,0.0005,2
128160400,0.4575,0.4607,1,1,0,0.25,0.0000,400,0.4877,3.7201,1000,8,3,4,1.4606,4
320160800,0.0001,0.0014,0.6,1,8,0.75,0.0000,400,0.0000,3.1859,10000,4,3,8,0.0005,8
30500,0.0000,0.0015,1,26,1,0.25,0.0000,100,0.0000,0.1833,1000,2,2,8,0.0005,8
32040600,,0.0115,,27,1,0.5,0.0000,200,,2.2494,10000,4,3,8,,2
200600,0.0000,0.0013,1,20,3,0.75,0.0000,200,0.0000,0.3553,1000,8,2,8,0.0005,8
192161600,0.0001,0.0009,0.7,17,9,0.75,0.0000,400,0.0000,0.1108,1000,8,3,8,0.0003,4
32000800,0.0001,0.0010,0.9,22,8,0.75,0.0000,200,0.0000,0.1563,1000,2,3,8,0.0005,2
1600,,0.0025,,20,4,0.25,0.0000,200,,0.0725,1000,8,1,8,,8
24080600,0.0001,0.0009,0.9,15,6,0.75,0.0000,200,0.0000,0.1249,1000,2,3,8,0.0004,4
6020000,0.0000,0.0015,1,23,3,0.25,0.0000,100,0.0000,0.1732,1000,8,3,8,0.0005,2
40200,0.0000,0.0016,1,0,6,0.5,0.0000,200,0.0000,1.9278,10000,4,2,2,0.0005,2
16160400,,0.0021,,12,9,0.25,0.0000,200,,0.1016,1000,4,3,8,,8
5030000,0.0001,0.0015,0.1,23,2,0.25,0.0000,100,0.0000,20.7137,100000,2,3,8,0.0005,4
1600,0.0004,0.0050,0.2,22,1,0.75,0.0000,200,0.0001,0.3539,1200.0,8,1,8,0.0008,8
24000200,0.0000,0.0012,1,6,4,0.25,0.0000,200,0.0000,2.5076,10000,4,3,4,0.0004,8
8040400,0.0000,0.0015,1,6,9,0.25,0.0000,200,0.0000,0.1651,1000,4,3,4,0.0007,8
1600,,0.0063,,6,6,0.75,0.0000,200,,0.2032,1200.0,2,1,8,,8
640000,0.0001,0.0021,1,4,3,0.25,0.0000,400,0.0000,21.3107,100000,4,2,4,0.0007,8
1600,,0.0046,,1,7,0.5,0.0000,200,,0.1770,1200.0,8,1,8,,2
1280000,,0.0372,,1,6,0.5,0.0000,400,,24.5495,100000,8,2,8,,2
20000,,0.1006,,0,3,0.75,0.0000,100,,2.0179,15000.0,4,2,2,,2
800,0.0010,0.0093,0.526,9,9,0.75,0.0000,100,0.0001,0.2193,600.0,2,1,8,0.0206,4
5010200,,0.2358,,15,7,0.75,0.0000,100,,30.4069,100000,8,3,8,,4
160800,0.0000,0.0025,1,17,5,0.25,0.0000,200,0.0000,0.0878,1000,2,2,8,0.0004,4
3200,,0.0029,,5,2,0.25,0.0000,400,,0.0679,1000,8,1,8,,2
192321200,0.0001,0.0024,1,1,7,0.25,0.0000,400,0.0000,25.1721,100000,4,3,8,0.0008,8
320480000,0.0000,0.0035,1,23,2,0.5,0.0001,400,0.0000,26.9704,100000,8,3,8,0.0004,2
16040200,,0.1220,,1,1,0.75,0.0000,200,,3.3102,10000,8,3,4,,4
32040600,0.0001,0.0020,0.3,15,8,0.5,0.0000,200,0.0000,0.1120,1000,2,3,8,0.0004,4
50300,,0.0387,,20,5,0.5,0.0000,100,,5.7227,37725.0,8,2,8,,8
192480800,0.0001,0.0010,0.2,12,0,0.75,0.0000,400,0.0000,1.3287,10000,4,3,8,0.0004,8
20200,0.0000,0.0009,1,0,1,0.5,0.0000,100,0.0000,2.1859,15150.0,4,2,4,0.0003,2
50300,0.0003,0.0070,1,26,7,0.5,0.0000,100,0.0002,8.1387,37725.0,2,2,8,0.0007,8
256320800,0.0000,0.0027,1,23,0,0.5,0.0000,400,0.0000,0.4096,1000,2,3,8,0.0005,4
32000800,0.0001,0.0032,1,22,8,0.25,0.0000,200,0.0001,3.2696,10000,2,3,8,0.0007,2
1120400,0.0000,0.0013,1,26,5,0.25,0.0000,400,0.0000,19.1016,100000,2,2,8,0.0004,8
3020300,0.0001,0.0025,1,15,1,0.25,0.0000,100,0.0000,0.3539,1000,8,3,8,0.0009,4
50300,0.0001,0.0017,0.4,4,2,0.75,0.0000,100,0.0000,8.4861,37725.0,8,2,8,0.0005,8
128321600,0.0000,0.0013,1,12,2,0.5,0.0000,400,0.0000,0.1824,1000,4,3,8,0.0004,8
5010200,,0.0130,,15,7,0.75,0.0000,100,,3.5198,10000,8,3,8,,4
482000,0.0000,0.0009,1,27,7,0.25,0.0000,400,0.0000,25.3587,100000,2,2,8,0.0003,2
800,,0.0486,,3,4,0.5,0.0000,100,,0.1013,600.0,4,1,8,,8
121000,0.0000,0.0012,1,19,0,0.5,0.0001,200,0.0000,1.1982,10000,2,2,8,0.0004,2
20600,,0.0231,,9,0,0.25,0.0000,100,,2.1096,15450.0,4,2,8,,8
50300,0.0000,0.0011,1,17,2,0.25,0.0000,100,0.0000,1.0721,10000,2,2,8,0.0003,4
160000,0.0000,0.0008,1,4,3,0.75,0.0000,200,0.0000,0.1165,1000,4,2,4,0.0003,8
128640800,0.0000,0.0025,1,17,8,0.75,0.0000,400,0.0000,0.1257,1000,8,3,8,0.0004,4
2050100,0.0000,0.0010,1,3,4,0.5,0.0000,100,0.0000,1.8508,10000,4,3,8,0.0003,2
1600,,0.5528,,5,5,0.5,0.0000,200,,0.6955,1000,4,1,8,,2
1600,,0.0082,,1,7,0.75,0.0000,200,,0.3641,1200.0,8,1,8,,2
256320800,0.0002,0.0022,0.6,23,9,0.25,0.0000,400,0.0001,0.3373,1000,8,3,8,0.0008,2
80400,,0.5044,,6,6,0.5,0.0000,200,,13.6174,60300.0,4,2,4,,4
3030200,0.0000,0.0021,1,28,2,0.25,0.0000,100,0.0000,0.3491,1000,2,3,8,0.0010,2
3000500,0.0001,0.0012,0.5,1,9,0.75,0.0000,100,0.0000,2.8718,10000,4,3,8,0.0005,8
4020200,0.0631,0.1944,0.99418916,21,1,0.75,0.0000,100,0.0374,0.8739,1000,4,3,8,0.1351,2
3000100,,0.0290,,1,3,0.5,0.0000,100,,2.2463,10000,8,3,4,,4
1600,,0.0044,,9,0,0.25,0.0000,200,,0.1466,1200.0,2,1,8,,4
40400,0.0002,0.0020,0.6,4,1,0.25,0.0000,100,0.0000,0.1942,1000,8,2,8,0.0005,8
60200,0.0000,0.0015,1,1,8,0.5,0.0000,100,0.0000,0.1803,1000,8,2,8,0.0003,2
3020300,0.0000,0.0035,1,21,6,0.25,0.0000,100,0.0000,0.1817,1000,4,3,8,0.0005,2
320800,0.0001,0.0008,0.8,0,9,0.75,0.0000,400,0.0000,1.5039,10000,4,2,4,0.0003,2
3200,,0.0122,,1,4,0.75,0.0000,400,,0.6386,2400.0,8,1,8,,2
32040600,0.0000,0.0016,1,8,6,0.75,0.0000,200,0.0000,27.4945,100000,2,3,8,0.0005,4
3020300,0.0005,0.0051,0.328,23,4,0.75,0.0000,100,0.0001,31.2376,100000,2,3,8,0.0371,4
60200,0.0000,0.0029,1,8,4,0.75,0.0000,100,0.0000,13.0984,45150.0,4,2,8,0.0005,8
482000,0.0000,0.0013,1,26,1,0.25,0.0000,400,0.0000,21.8281,100000,2,2,8,0.0004,8
200,,0.0022,,1,6,0.75,0.0000,100,,0.0471,150.0,8,1,2,,8
4010300,,0.0589,,17,3,0.5,0.0000,100,,2.6754,10000,8,3,8,,4
1600,0.0003,0.3542,1,6,1,0.25,0.0000,200,0.0000,0.4937,1000,2,1,8,0.0004,8
32040600,0.0001,0.0034,1,27,6,0.25,0.0000,200,0.0000,26.7859,100000,4,3,8,0.0014,2
400,,0.0063,,5,1,0.5,0.0000,100,,0.0644,300.0,2,1,4,,4
40040400,0.0000,0.0016,1,3,5,0.25,0.0000,200,0.0000,2.4904,10000,4,3,8,0.0005,2
64160800,,0.0046,,1,0,0.5,0.0000,400,,0.2343,1000,4,3,4,,4
800,,0.0077,,9,2,0.25,0.0000,100,,0.1174,600.0,2,1,8,,4
1600,,0.0078,,8,5,0.25,0.0000,200,,0.2154,1200.0,8,1,8,,8
3000100,0.0002,0.0039,1,6,2,0.25,0.0000,100,0.0002,2.6481,10000,4,3,4,0.0005,8
3200,,0.0071,,1,2,0.5,0.0000,400,,0.2010,1000,8,1,8,,2
256161200,0.0000,0.0043,1,27,1,0.25,0.0000,400,0.0000,0.2329,1000,4,3,8,0.0008,2
160400,0.0008,0.0031,0.6,0,0,0.75,0.0000,400,0.0001,26.4761,100000,4,2,2,0.0007,2
40040400,,0.0083,,23,4,0.25,0.0000,200,,0.2592,1000,8,3,8,,2
70100,0.0001,0.0014,0.7,26,3,0.5,0.0000,100,0.0000,2.4436,10000,2,2,8,0.0006,8
160800,0.0003,0.4970,1,4,1,0.25,0.0000,200,0.0000,21.7820,100000,8,2,8,0.0004,8
3200,,0.0032,,22,9,0.5,0.0000,400,,0.1488,1000,8,1,8,,8
400,,0.0047,,5,6,0.25,0.0000,100,,0.0467,300.0,2,1,4,,4
48080000,0.0001,0.0017,0.4,23,3,0.25,0.0000,200,0.0000,27.5864,100000,8,3,8,0.0006,2
1280000,0.0001,0.0036,0.2,4,8,0.75,0.0000,400,0.0000,0.2465,1000,8,2,8,0.0006,8
320320400,0.0001,0.0024,0.9,3,1,0.25,0.0000,400,0.0000,0.2031,1000,4,3,8,0.0005,2
16120600,0.0000,0.0013,1,8,4,0.25,0.0000,200,0.0000,2.7266,10000,2,3,8,0.0004,4
1600,0.0003,0.0033,0.5,12,6,0.75,0.0000,200,0.0001,0.2528,1200.0,2,1,8,0.0008,4
60200,55.3110,1.9910,,20,6,0.75,0.0000,100,,60.0021,10000,8,2,8,,8
81200,,0.1308,,20,9,0.25,0.0000,200,,14.2412,60900.0,8,2,8,,8
30100,0.0005,0.3205,1,0,7,0.25,0.0000,100,0.0000,0.6185,1000,4,2,4,0.0007,2
8120800,0.0001,0.0027,1,27,4,0.25,0.0000,200,0.0000,22.0494,100000,4,3,8,0.0007,2
192321200,0.0002,0.0026,0.2,8,8,0.75,0.0000,400,0.0001,38.4662,100000,2,3,8,0.0009,4
1600,,0.0030,,15,6,0.25,0.0000,200,,0.1269,1000,8,1,8,,8
320480000,0.0000,0.0076,1,23,2,0.75,0.0000,400,0.0000,3.7940,10000,2,3,8,0.0008,4
200600,0.0000,0.0016,1,27,2,0.5,0.0000,200,0.0000,32.0087,100000,2,2,8,0.0004,2
240400,,0.0089,,8,4,0.25,0.0000,200,,0.1681,1000,4,2,8,,8
641600,0.0003,0.0036,0.1,16,3,0.25,0.0000,400,0.0001,0.1566,1000,4,2,8,0.0006,2
40080200,0.0001,0.0025,0.6,15,7,0.25,0.0000,200,0.0001,26.4842,100000,4,3,8,0.0009,4
3200,,0.0045,,6,5,0.5,0.0000,400,,0.4626,2400.0,2,1,8,,8
30500,0.0001,0.0012,0.1,12,9,0.75,0.0000,100,0.0000,0.1762,1000,8,2,8,0.0005,2
50300,0.0001,0.0013,0.8,19,6,0.75,0.0000,100,0.0000,0.2002,1000,2,2,8,0.0005,2
24080600,,0.0036,,17,1,0.25,0.0000,200,,0.1860,1000,8,3,8,,4
320480000,0.0001,0.0045,1,23,2,0.25,0.0000,400,0.0000,0.3371,1000,8,3,8,0.0007,2
8040400,0.0002,0.0110,0.7,6,9,0.5,0.0005,200,0.0000,34.3231,100000,4,3,4,0.0006,8
482000,0.0003,0.0022,0.7,17,6,0.5,0.0000,400,0.0001,2.0092,10000,2,2,8,0.0008,4
5030000,0.0000,0.0015,1,23,2,0.25,0.0000,100,0.0000,2.7420,10000,2,3,8,0.0006,4
2020400,0.0001,0.0020,0.7,22,3,0.75,0.0000,100,0.0000,31.6125,100000,2,3,8,0.0005,2
120200,0.0000,0.0016,1,0,8,0.25,0.0000,200,0.0000,19.4332,90150.0,4,2,4,0.0007,2
192321200,0.0001,0.0012,0.8,17,7,0.5,0.0000,400,0.0000,2.3109,10000,8,3,8,0.0006,4
40080200,0.0001,0.0012,0.3,28,7,0.5,0.0000,200,0.0000,0.1958,1000,2,3,8,0.0004,2
40400,0.0000,0.0013,1,20,4,0.5,0.0000,100,0.0000,0.1638,1000,8,2,8,0.0005,8
800,0.0003,0.0055,0.28,5,8,0.5,0.0000,100,0.0001,0.1428,600.0,4,1,8,0.0201,2
4020200,0.0001,0.0026,1,23,1,0.25,0.0000,100,0.0000,29.2909,100000,8,3,8,0.0008,2
32040600,0.0000,0.0037,1,27,1,0.25,0.0000,200,0.0001,0.1881,1000,4,3,8,0.0005,2
50300,0.0000,0.0023,1,1,2,0.5,0.0001,100,0.0000,8.8077,37725.0,8,2,8,0.0007,2
192321200,0.0001,0.0017,0.1,8,8,0.5,0.0000,400,0.0000,2.3847,10000,2,3,8,0.0006,4
70100,0.0001,0.0018,1,26,5,0.5,0.0000,100,0.0000,1.8394,10000,2,2,8,0.0006,8
192321200,0.0003,0.0048,0.92,17,1,0.5,0.0000,400,0.0001,24.8130,100000,8,3,8,0.0372,4
3200,0.0032,1.8665,0.1,5,8,0.75,0.0000,400,0.0001,2.2473,2400.0,4,1,8,0.0008,2
50300,0.0001,0.0038,0.1,26,7,0.75,0.0000,100,0.0001,2.4250,10000,2,2,8,0.0006,8
64800800,0.0000,0.0012,1,12,3,0.5,0.0000,400,0.0000,2.7577,10000,4,3,8,0.0004,8
40400,,0.0033,,16,1,0.75,0.0000,100,,0.1141,1000,4,2,8,,2
256320800,0.0000,0.0007,1,23,1,0.25,0.0000,400,0.0000,0.1096,1000,8,3,8,0.0003,2
320160800,0.0001,0.0013,0.2,22,0,0.5,0.0000,400,0.0000,23.5280,100000,2,3,8,0.0004,2
32080400,0.0000,0.0014,1,12,1,0.25,0.0000,200,0.0000,0.1910,1000,4,3,8,0.0005,8
160800,0.0002,0.0025,0.7,26,9,0.5,0.0000,200,0.0001,0.2098,1000,2,2,8,0.0007,8
20000,,0.0223,,0,3,0.25,0.0000,100,,1.5714,15000.0,4,2,2,,2
960800,0.0001,0.0017,0.1,12,1,0.75,0.0000,400,0.0000,0.1227,1000,8,2,8,0.0004,2
1600,0.0000,0.0027,1,15,8,0.5,0.0000,200,0.0000,0.1581,1200.0,8,1,8,0.0006,8
256161200,,0.0048,,23,8,0.5,0.0000,400,,0.1987,1000,8,3,8,,2
1600,,0.0107,,9,7,0.5,0.0000,200,,0.1802,1200.0,4,1,8,,4
482000,,0.0107,,8,2,0.5,0.0000,400,,1.0656,10000,4,2,8,,8
120200,0.1557,0.3886,1,0,7,0.5,0.0000,200,0.2152,2.1104,1000,4,2,4,0.5855,2
192000400,0.0000,0.0027,1,6,5,0.75,0.0000,400,0.0000,0.2458,1000,4,3,4,0.0004,8
2030300,,0.0334,,17,6,0.25,0.0000,100,,2.3990,10000,8,3,8,,4
64160000,0.0001,0.0013,0.7,1,6,0.75,0.0000,400,0.0000,0.2295,1000,2,3,2,0.0005,4
128800400,0.0001,0.0023,1,23,5,0.75,0.0000,400,0.0000,2.7680,10000,2,3,8,0.0008,4
3200,,0.0040,,10,3,0.75,0.0000,400,,0.3793,2400.0,4,1,8,,8
128481200,0.0001,0.0014,0.2,1,1,0.75,0.0000,400,0.0000,29.6278,100000,4,3,8,0.0005,8
24040000,0.0001,0.0014,0.5,1,7,0.5,0.0000,200,0.0000,3.1486,10000,8,3,4,0.0005,4
1600,,0.0029,,8,5,0.5,0.0000,200,,0.1320,1000,8,1,8,,8
1600,0.0004,0.0041,0.6,20,8,0.5,0.0000,200,0.0001,0.2226,1200.0,8,1,8,0.0009,8
1000300,0.0000,0.0014,1,1,9,0.75,0.0000,100,0.0000,2.7974,10000,8,3,4,0.0004,4
482000,0.0001,0.0013,0.4,4,6,0.75,0.0000,400,0.0000,2.6124,10000,8,2,8,0.0006,8
800,0.0004,0.2068,0.368,5,6,0.75,0.0000,100,0.0001,0.3185,600.0,8,1,8,0.0116,2
40040400,0.0000,0.0014,1,1,8,0.25,0.0000,200,0.0000,27.9851,100000,4,3,8,0.0004,8
64320400,,0.0129,,6,8,0.5,0.0000,400,,2.8908,10000,4,3,4,,8
240400,,0.2801,,4,3,0.25,0.0000,200,,23.2413,100000,8,2,8,,8
3200,,0.0037,,5,0,0.75,0.0000,400,,0.3922,2400.0,8,1,8,,2
640000,0.0000,0.0037,1,4,1,0.25,0.0000,400,0.0000,0.1755,1000,4,2,4,0.0005,8
4020200,,0.0176,,23,1,0.25,0.0000,100,,3.0013,10000,8,3,8,,2
801200,0.0000,0.0036,1,27,2,0.5,0.0000,400,0.0000,24.4309,100000,2,2,8,0.0004,2
3200,,0.0072,,5,3,0.5,0.0000,400,,0.5924,2400.0,8,1,8,,2
40400,0.0001,0.0014,0.7,9,2,0.5,0.0000,100,0.0000,1.8841,10000,4,2,8,0.0005,8
128160400,0.0001,0.0010,0.8,1,0,0.75,0.0000,400,0.0000,23.5048,100000,8,3,4,0.0004,4
200600,0.0000,0.0012,1,17,2,0.75,0.0000,200,0.0000,2.9238,10000,2,2,8,0.0004,4
5020100,0.0000,0.0013,1,3,1,0.5,0.0000,100,0.0000,15.5914,100000,4,3,8,0.0003,2
48040200,,0.0044,,23,6,0.5,0.0000,200,,1.1954,10000,8,3,8,,2
20200,0.0001,0.0008,0.5,6,1,0.5,0.0000,100,0.0000,1.4727,10000,4,2,4,0.0004,4
641600,0.0000,0.0048,1,9,7,0.25,0.0000,400,0.0000,0.8611,10000,4,2,8,0.0005,8
50300,,0.0018,,20,1,0.25,0.0000,100,,0.0966,1000,8,2,8,,8
128640800,0.0002,0.0023,0.9,12,9,0.75,0.0000,400,0.0000,1.4046,10000,4,3,8,0.0004,8
16080000,0.0001,0.0017,0.9,6,0,0.75,0.0000,200,0.0000,1.4275,10000,4,3,4,0.0006,8
320800,0.0003,0.0040,0.9,0,5,0.5,0.0000,400,0.0001,0.1727,1000,4,2,4,0.0007,2
