domain.size,number.of.predicates,number.of.variables,number.of.facts,Cycle breaking,Grounding,maximum.number.of.nodes,Compiling SDDExplicit,maximum.arity,proportion.probabilistic,Propagating evidence,Total time,number.of.independent.pairs,answer,instance,universe.size
100,8,2,1000,0.0001,0.0020,2,0.0004,3,0.5,0.0000,0.3539,28,1,2,3030200
100,4,4,15150.0,,0.0771,4,,2,0.5,0.0000,2.9724,6,,9,20200
200,8,2,100000,0.0000,0.0012,2,0.0001,2,0.25,0.0000,19.5343,19,1,6,200600
100,4,4,1000,,0.0034,4,,2,0.25,0.0000,0.1298,6,,3,40000
100,8,8,10000,,0.0144,8,,2,0.75,0.0000,2.5112,4,,6,30500
100,8,2,10000,0.0001,0.0012,8,0.0004,2,0.75,0.0000,1.7693,26,0.5,0,40400
100,8,4,37725.0,,0.0027,2,,2,0.25,0.0000,7.7055,16,,4,50300
100,8,2,10000,0.0001,0.0017,2,0.0003,3,0.75,0.0000,3.1268,28,0.6,8,3010400
100,8,4,10000,0.0004,0.0036,4,0.0008,3,0.5,0.0000,2.7135,15,0.442,8,3010400
200,8,4,100000,0.0001,0.0019,8,0.0003,3,0.75,0.0000,32.9584,1,0.9,8,40040400
200,8,8,1000,,0.0051,8,,1,0.75,0.0000,0.1688,20,,0,1600
100,4,8,10000,0.0000,0.0012,4,0.0003,3,0.5,0.0000,3.1187,1,1,0,2010100
400,8,4,1000,0.0000,0.0021,2,0.0002,1,0.25,0.0000,0.1342,5,1,5,3200
200,8,4,10000,0.0001,0.0016,8,0.0003,2,0.25,0.0000,1.8810,9,1,2,160800
400,4,4,1000,,0.0046,2,,2,0.25,0.0000,0.2328,0,,0,640000
200,2,4,1000,,0.0109,2,,2,0.25,0.0000,0.2045,0,,8,80000
400,8,4,1000,,0.0035,8,,1,0.5,0.0000,0.1601,10,,0,3200
100,8,8,1000,,0.0026,2,,2,0.5,0.0000,0.1865,12,,3,40400
100,8,2,10000,0.0001,0.0014,8,0.0003,2,0.25,0.0000,1.8397,26,1,9,40400
100,8,4,1000,,0.0136,2,,3,0.25,0.0001,0.3684,3,,6,3010400
200,8,2,90750.0,0.0000,0.0012,4,0.0002,2,0.75,0.0000,23.1472,17,1,4,121000
100,8,4,1000,,0.0048,2,,2,0.25,0.0000,0.1466,16,,1,40400
400,2,2,1000,0.0001,0.0012,4,0.0003,3,0.75,0.0000,0.2257,1,0.1,9,64000400
200,8,4,10000,0.0000,0.0018,8,0.0002,2,0.25,0.0000,2.5211,8,1,4,240400
200,4,4,30450.0,,0.2107,4,,2,0.25,0.0000,7.3164,6,,8,40600
100,8,2,10000,0.0002,0.0020,4,0.0003,3,0.75,0.0000,3.0533,15,0.9,2,2030300
100,8,2,100000,0.0004,0.0042,2,0.0005,3,0.75,0.0000,34.6458,22,0.7,6,2020400
200,2,4,60000.0,,0.1804,2,,2,0.25,0.0000,11.4790,0,,3,80000
200,4,4,1000,0.0000,0.0012,8,0.0002,3,0.25,0.0000,0.1726,6,1,4,24000200
200,8,2,10000,0.0001,0.0020,4,0.0005,2,0.75,0.0000,2.4247,17,0.4,0,200600
200,8,8,1200.0,,0.0027,8,,1,0.25,0.0000,0.2492,15,,6,1600
200,8,8,1000,,0.0059,2,,1,0.5,0.0000,0.1481,1,,7,1600
200,8,4,1000,,0.0033,2,,2,0.25,0.0000,0.1520,16,,5,160800
200,4,4,10000,0.0001,0.0017,8,0.0003,2,0.75,0.0000,2.7832,4,0.7,0,120200
100,8,8,10000,0.0001,0.0010,4,0.0002,3,0.5,0.0000,1.2366,17,0.1,7,3020300
100,8,8,1000,,0.0045,2,,2,0.75,0.0000,0.2052,12,,3,40400
400,4,4,1000,0.0001,0.0038,2,0.0004,1,0.25,0.0000,0.2087,5,1,3,1600
100,8,4,100000,0.0001,0.0022,4,0.0005,3,0.5,0.0000,26.4145,15,0.4,0,3040100
200,8,8,1000,,0.0078,2,,1,0.75,0.0000,0.1747,1,,1,1600
400,8,4,100000,0.0000,0.0013,8,0.0002,2,0.25,0.0000,20.5013,9,1,8,482000
400,8,8,10000,,0.0144,4,,3,0.25,0.0000,2.2478,17,,2,64960400
100,2,2,10000,0.0001,0.0018,4,0.0004,3,0.75,0.0000,2.6055,1,0.4,5,1000100
400,4,4,100000,0.0000,0.0013,8,0.0001,2,0.25,0.0000,21.4266,4,1,7,320800
200,8,8,1000,,0.0090,8,,2,0.75,0.0000,0.1926,4,,4,160800
400,4,4,1000,0.0001,0.0042,4,0.0005,2,0.75,0.0000,0.3465,6,0.1,0,480400
200,8,4,90750.0,0.0002,0.0025,8,0.0003,2,0.75,0.0000,23.8586,9,0.5,8,121000
100,8,2,37725.0,0.0001,0.0022,2,0.0004,2,0.25,0.0000,7.8727,19,0.8,2,50300
400,8,4,10000,0.0001,0.0021,4,0.0003,3,0.75,0.0000,2.3873,15,1,3,192161600
100,8,2,100000,0.0002,0.0027,4,0.0002,3,0.5,0.0000,29.7898,15,1,3,3020300
200,8,8,1000,,0.0185,2,,1,0.75,0.0001,0.1797,5,,9,1600
200,8,4,1200.0,,59.7963,4,,1,0.5,0.0000,60.0003,9,,3,1600
100,8,8,600.0,,0.0069,8,,1,0.25,0.0000,0.1504,15,,2,800
400,8,4,100000,,0.0997,2,,2,0.5,0.0000,22.5474,16,,1,641600
200,4,8,100000,0.0001,0.0034,4,0.0004,3,0.25,0.0000,26.5871,1,0.9,9,8000600
100,8,4,1000,0.0001,0.0022,8,0.0005,2,0.75,0.0000,0.3580,9,0.4,4,70100
400,8,8,1000,,0.0038,8,,1,0.75,0.0000,0.1635,8,,9,3200
100,8,8,600.0,,0.0045,8,,1,0.75,0.0000,0.0996,8,,8,800
400,2,4,100000,0.0001,0.0014,2,0.0003,2,0.5,0.0000,21.4494,0,0.2,1,320000
400,8,2,100000,0.0001,0.0021,2,0.0005,3,0.5,0.0000,27.1777,28,0.2,7,320320400
200,8,8,1200.0,0.0966,0.3010,4,0.0956,1,0.75,0.0000,0.6901,11,1,6,1600
200,2,4,10000,0.0003,0.7381,2,0.0003,2,0.25,0.0000,2.0037,0,1,5,40200
100,4,8,100000,,1.3332,4,,3,0.75,0.0000,28.4570,1,,8,2010100
100,4,4,22575.0,0.0002,0.0024,8,0.0003,2,0.25,0.0000,4.7402,4,0.1,0,30100
200,8,4,100000,,33.8384,8,,2,0.75,0.0000,60.0003,9,,9,200600
400,8,4,2400.0,0.0023,1.6153,8,0.0003,1,0.25,0.0000,1.9069,3,1,5,3200
200,8,2,10000,0.0001,0.0010,4,0.0003,3,0.75,0.0000,2.3978,15,0.6,7,8160600
100,4,4,10000,,0.0874,8,,2,0.25,0.0001,1.8384,4,,4,30100
200,8,8,90750.0,0.0001,0.0021,2,0.0002,2,0.25,0.0000,18.8763,12,1,6,121000
100,8,8,10000,0.0000,0.0024,2,0.0003,2,0.75,0.0000,2.0481,12,1,8,70100
200,8,4,100000,0.0004,0.0040,2,0.0007,2,0.5,0.0000,23.8636,16,0.615,4,200600
200,8,8,1200.0,,0.0088,2,,1,0.75,0.0000,0.3791,1,,3,1600
400,8,8,1000,,0.0082,8,,1,0.75,0.0002,0.2306,15,,1,3200
100,8,2,100000,0.0001,0.0013,2,0.0002,3,0.25,0.0000,23.0313,28,0.8,2,3030200
400,8,8,1000,,0.0085,2,,2,0.75,0.0000,0.3758,1,,6,1280000
400,8,4,2400.0,,0.0069,2,,1,0.25,0.0000,0.3907,5,,1,3200
200,2,8,300.0,,0.0030,8,,1,0.75,0.0000,0.0561,1,,9,400
400,2,2,100000,0.0001,0.0015,4,0.0002,3,0.5,0.0000,29.1075,1,0.7,2,128000000
400,4,4,100000,,0.0080,4,,3,0.75,0.0000,30.3644,1,,0,64160800
100,8,4,10000,0.0001,0.0022,8,0.0004,3,0.5,0.0000,2.8205,1,1,7,3020300
100,2,2,10000,0.0000,0.0010,4,0.0002,3,0.25,0.0000,1.6385,1,1,0,1010000
200,8,8,1000,0.2201,0.4692,8,0.2305,1,0.75,0.0001,1.2124,22,1,0,1600
400,8,8,1000,0.0000,0.0022,4,0.0002,3,0.5,0.0000,0.1909,15,1,5,256001600
200,8,4,100000,0.0001,0.0026,4,0.0005,3,0.75,0.0000,25.7837,15,0.4,0,24160200
100,8,8,45150.0,0.0001,0.0022,2,0.0002,2,0.75,0.0000,10.5605,12,1,7,60200
200,4,4,10000,0.0000,0.0012,4,0.0003,2,0.25,0.0000,1.8505,6,1,9,80400
200,8,2,1000,0.0002,0.0022,2,0.0004,2,0.5,0.0000,0.1690,27,0.3,9,200600
200,8,4,100000,0.0001,0.0014,2,0.0002,3,0.5,0.0000,26.7683,21,0.8,1,32080400
400,4,8,1000,0.4812,0.8268,4,0.5359,3,0.25,0.0000,2.0844,1,1,0,128160400
400,8,4,10000,0.0001,0.0011,8,0.0003,3,0.75,0.0000,2.1094,1,0.6,8,320160800
100,8,2,1000,0.0000,0.0008,8,0.0002,2,0.25,0.0000,0.0896,26,1,1,30500
200,8,4,10000,,0.0047,2,,3,0.5,0.0000,2.9578,27,,1,32040600
200,8,8,1000,0.0000,0.0008,8,0.0002,2,0.75,0.0000,0.1256,20,1,3,200600
400,8,8,1000,0.0001,0.0015,4,0.0004,3,0.75,0.0000,0.2235,17,0.7,9,192161600
200,8,2,1000,0.0001,0.0013,2,0.0003,3,0.75,0.0000,0.2030,22,0.9,8,32000800
200,8,8,1000,,0.0061,8,,1,0.25,0.0000,0.1870,20,,4,1600
200,8,2,1000,0.0001,0.0021,4,0.0005,3,0.75,0.0000,0.3895,15,0.9,6,24080600
100,8,8,1000,0.0000,0.0016,2,0.0003,3,0.25,0.0001,0.2397,23,1,3,6020000
200,2,4,10000,0.0000,0.0011,2,0.0002,2,0.5,0.0000,2.0880,0,1,6,40200
200,8,4,1000,,0.0039,8,,3,0.25,0.0000,0.1890,12,,9,16160400
100,8,2,100000,0.0001,0.0010,4,0.0002,3,0.25,0.0000,26.8577,23,0.1,2,5030000
200,8,8,1200.0,0.0003,0.0043,8,0.0006,1,0.75,0.0000,0.3574,22,0.2,1,1600
200,4,4,10000,0.0000,0.0015,8,0.0003,3,0.25,0.0000,3.9393,6,1,4,24000200
200,4,4,1000,0.0000,0.0012,8,0.0003,3,0.25,0.0000,0.1718,6,1,9,8040400
200,8,2,1200.0,,0.0051,8,,1,0.75,0.0000,0.1902,6,,6,1600
400,4,4,100000,0.0000,0.0013,8,0.0001,2,0.25,0.0000,22.3744,4,1,3,640000
200,8,8,1200.0,,0.0041,2,,1,0.5,0.0000,0.1631,1,,7,1600
400,8,8,100000,,0.0517,2,,2,0.5,0.0000,19.3280,1,,6,1280000
100,2,4,15000.0,,0.0789,2,,2,0.75,0.0000,3.8922,0,,3,20000
100,8,2,600.0,0.0005,0.0051,4,0.0012,1,0.75,0.0000,0.1044,9,0.526,9,800
100,8,8,100000,,0.1379,4,,3,0.75,0.0000,32.3745,15,,7,5010200
200,8,2,1000,0.0001,0.0067,4,0.0004,2,0.25,0.0000,0.2740,17,1,5,160800
400,8,8,1000,,0.0048,2,,1,0.25,0.0000,0.1323,5,,2,3200
400,8,4,100000,0.0000,0.0015,8,0.0002,3,0.25,0.0000,24.8327,1,1,7,192321200
400,8,8,100000,0.0000,0.3889,2,0.0002,3,0.5,0.0000,32.0280,23,1,2,320480000
200,4,8,10000,,0.2258,4,,3,0.75,0.0000,2.7711,1,,1,16040200
200,8,2,1000,0.0001,0.0048,4,0.0005,3,0.5,0.0000,0.4283,15,0.3,8,32040600
100,8,8,37725.0,,0.0647,8,,2,0.5,0.0000,8.5650,20,,5,50300
400,8,4,10000,0.0001,0.0012,8,0.0002,3,0.75,0.0000,3.2470,12,0.2,0,192480800
100,4,4,15150.0,0.0000,0.0010,2,0.0001,2,0.5,0.0000,3.2169,0,1,1,20200
100,8,2,37725.0,0.0000,0.0014,8,0.0001,2,0.5,0.0000,9.0230,26,1,7,50300
400,8,2,1000,0.0001,0.0035,4,0.0004,3,0.5,0.0000,0.3544,23,1,0,256320800
200,8,2,10000,0.0000,0.0043,2,0.0004,3,0.25,0.0000,2.3049,22,1,8,32000800
400,8,2,100000,0.0001,0.0020,8,0.0002,2,0.25,0.0000,22.1388,26,1,5,1120400
100,8,8,1000,0.0000,0.0014,4,0.0003,3,0.25,0.0000,0.1632,15,1,1,3020300
100,8,8,37725.0,0.0001,0.0012,8,0.0002,2,0.75,0.0000,8.5846,4,0.4,2,50300
400,8,4,1000,0.0000,0.0014,8,0.0003,3,0.5,0.0000,0.2078,12,1,2,128321600
100,8,8,10000,,0.0163,4,,3,0.75,0.0000,2.8090,15,,7,5010200
400,8,2,100000,0.0000,0.0013,2,0.0004,2,0.25,0.0000,21.9402,27,1,7,482000
100,8,4,600.0,,0.0799,8,,1,0.5,0.0000,0.1632,3,,4,800
200,8,2,10000,0.0001,0.0011,2,0.0002,2,0.5,0.0000,2.5251,19,1,0,121000
100,8,4,15450.0,,0.0274,8,,2,0.25,0.0000,3.4066,9,,0,20600
100,8,2,10000,0.0000,0.0031,4,0.0003,2,0.25,0.0000,0.9997,17,1,2,50300
200,4,4,1000,0.0000,0.0015,8,0.0003,2,0.75,0.0000,0.2177,4,1,3,160000
400,8,8,1000,0.0000,0.0041,4,0.0004,3,0.75,0.0000,0.2233,17,1,8,128640800
100,8,4,10000,0.0000,0.0011,2,0.0003,3,0.5,0.0000,1.9016,3,1,4,2050100
200,8,4,1000,,0.4284,2,,1,0.5,0.0000,0.5904,5,,5,1600
200,8,8,1200.0,,0.0055,2,,1,0.75,0.0000,0.2109,1,,7,1600
400,8,8,1000,0.0001,0.0009,2,0.0002,3,0.25,0.0000,0.1032,23,0.6,9,256320800
200,4,4,60300.0,,0.3837,4,,2,0.5,0.0000,11.6668,6,,6,80400
100,8,2,1000,0.0000,0.0013,2,0.0003,3,0.25,0.0000,0.1839,28,1,2,3030200
100,8,4,10000,0.0001,0.0011,8,0.0003,3,0.75,0.0000,2.2710,1,0.5,9,3000500
100,8,4,1000,0.0478,0.1723,2,0.0467,3,0.75,0.0000,0.4807,21,0.99418916,1,4020200
100,4,8,10000,,0.0273,4,,3,0.5,0.0000,3.3891,1,,3,3000100
200,8,2,1200.0,,0.0056,4,,1,0.25,0.0000,0.1871,9,,0,1600
100,8,8,1000,0.0002,0.0025,8,0.0005,2,0.25,0.0000,0.1902,4,0.6,1,40400
100,8,8,1000,0.0002,0.0019,2,0.0004,2,0.5,0.0000,0.3478,1,1,8,60200
100,8,4,1000,0.0001,0.0059,2,0.0004,3,0.25,0.0000,0.3304,21,1,6,3020300
400,4,4,10000,0.0001,0.0020,2,0.0006,2,0.75,0.0000,2.0593,0,0.8,9,320800
400,8,8,2400.0,,0.0073,2,,1,0.75,0.0000,0.4427,1,,4,3200
200,8,2,100000,0.0000,0.0013,4,0.0002,3,0.75,0.0000,30.4977,8,1,6,32040600
100,8,2,100000,0.0004,0.0040,4,0.0007,3,0.75,0.0000,29.1505,23,0.328,4,3020300
100,8,4,45150.0,0.0001,0.0041,8,0.0002,2,0.75,0.0000,11.3949,8,1,4,60200
400,8,2,100000,0.0000,0.0012,8,0.0002,2,0.25,0.0000,22.4997,26,1,1,482000
100,2,8,150.0,,0.0018,8,,1,0.75,0.0000,0.0196,1,,6,200
100,8,8,10000,,0.0350,4,,3,0.5,0.0000,2.8256,17,,3,4010300
200,8,2,1000,0.0004,0.4296,8,0.0004,1,0.25,0.0000,0.5441,6,1,1,1600
200,8,4,100000,0.0000,0.0010,2,0.0002,3,0.25,0.0000,24.7531,27,1,6,32040600
100,4,2,300.0,,0.0029,4,,1,0.5,0.0000,0.0312,5,,1,400
200,8,4,10000,0.0000,0.0010,2,0.0002,3,0.25,0.0000,1.8478,3,1,5,40040400
400,4,4,1000,,0.0027,4,,3,0.5,0.0000,0.1115,1,,0,64160800
100,8,2,600.0,,0.0036,4,,1,0.25,0.0000,0.0483,9,,2,800
200,8,8,1200.0,,0.0028,8,,1,0.25,0.0000,0.1262,8,,5,1600
100,4,4,10000,0.0000,0.0027,8,0.0003,3,0.25,0.0000,2.5339,6,1,2,3000100
400,8,8,1000,,0.0036,2,,1,0.5,0.0000,0.1453,1,,2,3200
400,8,4,1000,0.0001,0.0036,2,0.0002,3,0.25,0.0000,0.1770,27,1,1,256161200
400,2,4,100000,0.0002,0.0023,2,0.0003,2,0.75,0.0000,26.3204,0,0.6,0,160400
200,8,8,1000,,0.0034,2,,3,0.25,0.0000,0.1874,23,,4,40040400
100,8,2,10000,0.0001,0.0024,8,0.0002,2,0.5,0.0000,2.6751,26,0.7,3,70100
200,8,8,100000,0.0003,0.3586,8,0.0002,2,0.25,0.0000,23.1016,4,1,1,160800
400,8,8,1000,,0.0053,8,,1,0.5,0.0000,0.2583,22,,9,3200
100,4,2,300.0,,0.0030,4,,1,0.25,0.0000,0.0466,5,,6,400
200,8,8,100000,0.0001,0.0022,2,0.0003,3,0.25,0.0000,26.0661,23,0.4,3,48080000
400,8,8,1000,0.0002,0.0052,8,0.0005,2,0.75,0.0000,0.3881,4,0.2,8,1280000
400,8,4,1000,0.0001,0.0012,2,0.0004,3,0.25,0.0000,0.1959,3,0.9,1,320320400
200,8,2,10000,0.0001,0.0019,4,0.0005,3,0.25,0.0000,2.5138,8,1,4,16120600
200,8,2,1200.0,0.0002,0.0022,4,0.0004,1,0.75,0.0000,0.1832,12,0.5,6,1600
100,8,8,10000,55.3005,1.9316,8,,2,0.75,0.0000,60.0003,20,,6,60200
200,8,8,60900.0,,0.1136,8,,2,0.25,0.0000,12.4156,20,,9,81200
100,4,4,1000,0.0003,0.2746,2,0.0004,2,0.25,0.0000,0.5488,0,1,7,30100
200,8,4,100000,0.0000,0.0014,2,0.0002,3,0.25,0.0000,23.9484,27,1,4,8120800
400,8,2,100000,0.0001,0.0017,4,0.0003,3,0.75,0.0000,29.3577,8,0.2,8,192321200
200,8,8,1000,,0.0032,8,,1,0.25,0.0000,0.1267,15,,6,1600
400,8,2,10000,0.0000,0.0025,4,0.0002,3,0.75,0.0000,2.9887,23,1,2,320480000
200,8,2,100000,0.0000,0.0017,2,0.0002,2,0.5,0.0000,23.6484,27,1,2,200600
200,8,4,1000,,0.0086,8,,2,0.25,0.0000,0.1569,8,,4,240400
400,8,4,1000,0.0002,0.0031,2,0.0004,2,0.25,0.0000,0.1192,16,0.1,3,641600
200,8,4,100000,0.0001,0.0015,4,0.0003,3,0.25,0.0000,26.3131,15,0.6,7,40080200
400,8,2,2400.0,,0.0047,8,,1,0.5,0.0000,0.3229,6,,5,3200
100,8,8,1000,0.0001,0.0013,2,0.0003,2,0.75,0.0000,0.1903,12,0.1,9,30500
100,8,2,1000,0.0001,0.0010,2,0.0002,2,0.75,0.0000,0.1220,19,0.8,6,50300
200,8,8,1000,,0.0060,4,,3,0.25,0.0000,0.1844,17,,1,24080600
400,8,8,1000,0.0001,0.0044,2,0.0004,3,0.25,0.0000,0.3500,23,1,2,320480000
200,4,4,100000,0.0001,0.0015,8,0.0004,3,0.5,0.0000,25.8569,6,0.7,9,8040400
400,8,2,10000,0.0001,0.0022,4,0.0006,2,0.5,0.0000,2.1386,17,0.7,6,482000
100,8,2,10000,0.0000,0.0010,4,0.0002,3,0.25,0.0000,1.2617,23,1,2,5030000
100,8,2,100000,0.0001,0.0019,2,0.0002,3,0.75,0.0000,23.0259,22,0.7,3,2020400
200,4,4,90150.0,0.0000,0.0016,2,0.0002,2,0.25,0.0000,20.7667,0,1,8,120200
400,8,8,10000,0.0001,0.0016,4,0.0003,3,0.5,0.0000,6.6304,17,0.8,7,192321200
200,8,2,1000,0.0001,0.0016,2,0.0004,3,0.5,0.0000,0.3521,28,0.3,7,40080200
100,8,8,1000,0.0000,0.0016,8,0.0004,2,0.5,0.0000,0.3346,20,1,4,40400
100,8,4,600.0,0.0002,0.0047,2,0.0011,1,0.5,0.0000,0.1559,5,0.28,8,800
100,8,8,100000,0.0001,0.0022,2,0.0002,3,0.25,0.0000,34.8174,23,1,1,4020200
200,8,4,1000,0.0000,0.0139,2,0.0003,3,0.25,0.0000,0.2929,27,1,1,32040600
100,8,8,37725.0,0.0001,0.0098,2,0.0014,2,0.5,0.0002,12.0660,1,1,2,50300
400,8,2,10000,0.0003,0.0022,4,0.0009,3,0.5,0.0000,3.5057,8,0.1,8,192321200
100,8,2,10000,0.0000,0.0136,8,0.0004,2,0.5,0.0003,3.3067,26,1,5,70100
400,8,8,100000,0.0003,0.0043,4,0.0008,3,0.5,0.0000,35.0016,17,0.92,1,192321200
400,8,4,2400.0,0.0014,2.8148,2,0.0003,1,0.75,0.0002,3.5070,5,0.1,8,3200
100,8,2,10000,0.0001,0.0022,8,0.0003,2,0.75,0.0000,3.7062,26,0.1,7,50300
400,8,4,10000,0.0000,0.0010,8,0.0002,3,0.5,0.0000,1.6413,12,1,3,64800800
100,8,4,1000,,0.0057,2,,2,0.75,0.0000,0.1772,16,,1,40400
400,8,8,1000,0.0000,0.0007,2,0.0002,3,0.25,0.0000,0.0846,23,1,1,256320800
400,8,2,100000,0.0001,0.0011,2,0.0003,3,0.5,0.0000,19.3289,22,0.2,0,320160800
200,8,4,1000,0.0001,0.0010,8,0.0002,3,0.25,0.0000,0.1123,12,1,1,32080400
200,8,2,1000,0.0002,0.0016,8,0.0003,2,0.5,0.0000,0.1082,26,0.7,9,160800
100,2,4,15000.0,,0.0238,2,,2,0.25,0.0000,1.5017,0,,3,20000
400,8,8,1000,0.0001,0.0016,2,0.0003,2,0.75,0.0000,0.1206,12,0.1,1,960800
200,8,8,1200.0,0.0000,0.0016,8,0.0002,1,0.5,0.0000,0.1074,15,1,8,1600
400,8,8,1000,,0.0028,2,,3,0.5,0.0000,0.1178,23,,8,256161200
200,8,4,1200.0,,0.0064,4,,1,0.5,0.0000,0.1064,9,,7,1600
400,8,4,10000,,0.0114,8,,2,0.5,0.0000,1.0922,8,,2,482000
200,4,4,1000,0.0852,0.2205,2,0.0973,2,0.5,0.0000,0.5162,0,1,7,120200
400,4,4,1000,0.0000,0.0019,8,0.0002,3,0.75,0.0000,0.1415,6,1,5,192000400
100,8,8,10000,,0.0132,4,,3,0.25,0.0000,1.1377,17,,6,2030300
400,2,2,1000,0.0001,0.0010,4,0.0002,3,0.75,0.0000,0.1394,1,0.7,6,64160000
400,8,2,10000,0.0000,0.0011,4,0.0003,3,0.75,0.0000,1.2982,23,1,5,128800400
400,8,4,2400.0,,0.0025,8,,1,0.75,0.0000,0.2204,10,,3,3200
400,8,4,100000,0.0001,0.0019,8,0.0004,3,0.75,0.0000,20.3152,1,0.2,1,128481200
200,4,8,10000,0.0001,0.0042,4,0.0004,3,0.5,0.0000,2.4897,1,0.5,7,24040000
200,8,8,1000,,0.0034,8,,1,0.5,0.0000,0.1633,8,,5,1600
200,8,8,1200.0,0.0002,0.0025,8,0.0004,1,0.5,0.0000,0.1965,20,0.6,8,1600
100,4,8,10000,0.0000,0.0014,4,0.0003,3,0.75,0.0000,2.6922,1,1,9,1000300
400,8,8,10000,0.0001,0.0015,8,0.0003,2,0.75,0.0000,2.1791,4,0.4,6,482000
100,8,8,600.0,0.0003,0.1341,2,0.0006,1,0.75,0.0000,0.1968,5,0.368,6,800
200,8,4,100000,0.0000,0.0016,8,0.0002,3,0.25,0.0000,15.3670,1,1,8,40040400
400,4,4,10000,,0.0087,8,,3,0.5,0.0000,1.3827,6,,8,64320400
200,8,8,100000,,0.2157,8,,2,0.25,0.0000,13.3452,4,,3,240400
400,8,8,2400.0,,0.0027,2,,1,0.75,0.0000,0.2294,5,,0,3200
400,4,4,1000,0.0000,0.0040,8,0.0003,2,0.25,0.0000,0.1897,4,1,1,640000
100,8,8,10000,,0.0186,2,,3,0.25,0.0000,2.2264,23,,1,4020200
400,8,2,100000,0.0000,0.0041,2,0.0002,2,0.5,0.0000,20.9049,27,1,2,801200
400,8,8,2400.0,,0.0075,2,,1,0.5,0.0000,0.5637,5,,3,3200
100,8,4,10000,0.0001,0.0008,8,0.0002,2,0.5,0.0000,2.2192,9,0.7,2,40400
400,4,8,100000,0.0001,0.0014,4,0.0003,3,0.75,0.0000,22.2857,1,0.8,0,128160400
200,8,2,10000,0.0000,0.0013,4,0.0003,2,0.75,0.0000,2.4267,17,1,2,200600
100,8,4,100000,0.0000,0.0014,2,0.0003,3,0.5,0.0000,26.7027,3,1,1,5020100
200,8,8,10000,,0.0078,2,,3,0.5,0.0000,1.8339,23,,6,48040200
100,4,4,10000,0.0001,0.0011,4,0.0002,2,0.5,0.0000,1.8350,6,0.5,1,20200
400,8,4,10000,0.0000,0.0077,8,0.0002,2,0.25,0.0000,1.0633,9,1,7,641600
100,8,8,1000,,0.0034,8,,2,0.25,0.0000,0.1229,20,,1,50300
400,8,4,10000,0.0002,0.0029,8,0.0004,3,0.75,0.0000,2.4643,12,0.9,9,128640800
200,4,4,10000,0.0001,0.0018,8,0.0003,3,0.75,0.0000,2.9768,6,0.9,0,16080000
400,4,4,1000,0.0004,0.0036,2,0.0005,2,0.5,0.0000,0.2384,0,0.9,5,320800
400,8,8,100000,0.0000,0.0012,4,0.0001,3,0.25,0.0000,24.0186,17,1,9,192161600
400,8,8,2400.0,,0.0025,8,,1,0.25,0.0000,0.2033,22,,2,3200
100,8,4,600.0,,0.0024,2,,1,0.75,0.0000,0.0633,5,,2,800
200,4,4,600.0,,0.0022,2,,1,0.5,0.0000,0.0545,5,,0,800
100,8,2,100000,0.0000,0.0020,2,0.0002,3,0.75,0.0000,21.3264,28,1,6,6020000
400,2,2,1000,0.0001,0.0015,4,0.0004,3,0.75,0.0000,0.3365,1,0.2,5,64000400
200,8,4,10000,,0.0120,8,,2,0.5,0.0000,2.2574,8,,6,200600
400,8,8,1000,,0.0057,4,,3,0.75,0.0000,0.2578,15,,0,256480400
400,8,4,1000,0.0001,0.0014,8,0.0003,2,0.5,0.0000,0.1864,9,0.3,8,482000
400,8,8,100000,,0.5185,4,,3,0.75,0.0000,29.7007,15,,5,256001600
100,8,4,100000,0.0000,0.0030,8,0.0002,3,0.5,0.0000,21.8419,1,1,6,1000700
100,8,4,100000,0.0001,0.0018,2,0.0002,3,0.75,0.0000,28.6143,3,0.6,3,4020200
400,8,2,100000,0.0001,0.0010,4,0.0002,3,0.75,0.0000,15.4345,23,0.2,2,320480000
400,8,2,100000,0.0001,0.0017,4,0.0003,3,0.25,0.0000,19.1894,23,0.2,4,192321200
400,8,2,100000,0.0001,0.0010,4,0.0003,3,0.25,0.0000,17.8497,8,0.1,4,128481200
400,8,2,100000,0.0001,0.0013,4,0.0003,2,0.5,0.0000,19.4493,17,0.2,4,482000
400,8,8,1000,0.0001,0.0016,2,0.0004,3,0.5,0.0000,0.1973,23,0.9,5,192480800
200,8,2,100000,0.0000,0.0014,8,0.0002,2,0.25,0.0000,15.3977,26,1,0,160800
200,8,4,1000,0.0000,0.0013,4,0.0003,3,0.25,0.0000,0.1958,15,1,2,32120200
100,4,4,1000,0.0000,0.0010,8,0.0002,3,0.75,0.0000,0.1327,6,1,9,1010200
400,8,8,10000,,0.0143,8,,2,0.25,0.0000,1.0174,4,,8,1280000
200,8,4,10000,0.0000,0.0010,8,0.0002,3,0.25,0.0000,1.2441,1,1,9,24001000
200,8,2,1200.0,,0.0022,4,,1,0.5,0.0000,0.1051,12,,6,1600
200,8,4,1000,,0.0022,2,,1,0.5,0.0000,0.0873,5,,4,1600
100,8,8,22875.0,,0.0025,2,,2,0.25,0.0000,2.2856,12,,6,30500
100,4,4,10000,0.0000,0.0009,4,0.0002,3,0.5,0.0000,1.2026,1,1,6,1030000
100,8,4,1000,0.0001,0.0009,8,0.0003,2,0.75,0.0000,0.1181,8,0.7,9,30500
100,8,4,10000,0.0000,0.0020,8,0.0002,3,0.25,0.0000,1.2432,1,1,7,3020300
