maximum.number.of.nodes,number.of.variables,number.of.independent.pairs,domain.size,number.of.facts,universe.size,Propagating evidence,Grounding,DSharp compilation,proportion.probabilistic,instance,Cycle breaking,Clark's completion,answer,number.of.predicates,maximum.arity,Total time
4,2,8,400,10000,192321200,0.0000,0.0015,0.0005,0.75,8,0.0001,0.0000,0.1,8,3,2.5098
2,2,19,100,10000,60200,0.0000,0.0013,0.0005,0.75,1,0.0001,0.0000,0.4,8,2,2.3377
2,2,27,100,1000,30500,0.0000,0.0032,,0.25,7,,,,8,2,0.1776
2,8,1,400,1000,960800,0.0000,0.0150,0.0003,0.5,4,0.0000,0.0000,1,8,2,0.1475
2,8,23,400,10000,256320800,0.0000,0.0015,0.0004,0.5,9,0.0001,0.0000,0.6,8,3,1.3428
2,2,28,400,10000,256161200,0.0000,0.0030,0.0005,0.75,5,0.0001,0.0000,0.4,8,3,1.5810
2,4,5,100,300.0,400,0.0000,0.0022,,0.25,9,,,,4,1,0.0289
4,8,15,200,100000,16080800,0.0000,0.0508,,0.25,6,,,,8,3,14.4428
4,2,17,100,10000,40400,0.0000,0.0010,0.0004,0.75,9,0.0001,0.0000,0.8,8,2,1.3183
4,2,5,400,1200.0,1600,0.0000,0.0025,,0.25,9,,,,4,1,0.0928
2,4,5,400,1000,1600,0.0000,0.0018,0.0004,0.75,1,0.0001,0.0000,0.8,4,1,0.1029
4,4,9,400,2400.0,3200,0.0000,0.0040,,0.5,5,,,,8,1,0.2101
2,8,12,100,1000,30500,0.0000,0.0025,,0.25,9,,,,8,2,0.0979
2,2,27,100,10000,50300,0.0000,0.0014,0.0006,0.5,0,0.0001,0.0000,0.7,8,2,1.3668
8,4,9,100,10000,50300,0.0000,0.0661,,0.25,9,,,,8,2,1.7540
8,4,12,400,1000,256320800,0.0000,0.0026,0.0005,0.5,6,0.0001,0.0000,0.8,8,3,0.2397
8,8,1,400,600.0,800,0.0000,0.0036,,0.25,0,,,,2,1,0.0797
4,8,17,200,10000,32040600,0.0000,0.0020,0.0005,0.25,3,0.0000,0.0000,1,8,3,2.2434
2,8,1,100,600.0,800,0.0000,0.0040,0.0132,0.75,8,0.0004,0.0001,0.363,8,1,0.1292
8,8,1,400,600.0,800,0.0000,0.0040,,0.5,4,,,,2,1,0.1015
2,4,27,400,1000,128481200,0.0000,0.0013,0.0006,0.25,7,0.0000,0.0000,1,8,3,0.1736
2,8,12,200,100000,160800,0.0000,0.0011,0.0003,0.75,5,0.0000,0.0000,1,8,2,18.6193
8,4,4,400,1000,480400,0.0000,0.0010,0.0004,0.75,0,0.0001,0.0000,0.7,4,2,0.1278
8,4,8,400,1000,960800,0.0000,0.0018,0.0004,0.25,4,0.0000,0.0000,1,8,2,0.1048
8,4,9,100,30300.0,40400,0.0000,53.3738,,0.75,7,,,,8,2,60.0002
4,8,15,200,100000,64000000,0.0000,0.0016,0.0005,0.25,9,0.0000,0.0000,1,8,3,23.3971
2,4,0,200,10000,80400,0.0000,0.9083,56.9444,0.5,5,0.2849,0.2380,,4,2,60.4521
2,8,1,400,10000,162800,0.0000,0.0014,0.0005,0.75,5,0.0001,0.0000,0.7,8,2,2.1597
4,4,6,400,10000,320800,0.0000,0.0607,,0.75,6,,,,4,2,2.3672
4,2,17,200,100000,160800,0.0001,0.0011,0.0006,0.75,1,0.0001,0.0000,0.2,8,2,22.7585
2,4,5,100,600.0,800,0.0000,0.0021,,0.25,5,,,,8,1,0.0511
8,2,6,200,1000,1600,0.0000,0.0030,,0.25,4,,,,8,1,0.0819
4,8,1,100,10000,3010000,0.0000,0.0152,,0.5,7,,,,4,3,1.4039
2,4,0,200,10000,40200,0.0000,0.3347,0.0003,0.5,5,0.0003,0.0000,1,2,2,1.5130
4,2,17,400,1000,641600,0.0000,0.0011,0.0004,0.5,7,0.0001,0.0000,0.7,8,2,0.1072
8,8,20,400,1000,322400,0.0000,0.0018,0.0004,0.25,9,0.0000,0.0000,1,8,2,0.0910
4,8,11,200,1000,1600,0.0000,0.0034,,0.75,8,,,,8,1,0.1029
4,2,1,400,100000,64160000,0.0000,0.0012,0.0004,0.75,1,0.0001,0.0000,0.2,2,3,15.9565
8,4,8,100,10000,50300,0.0000,0.0015,0.0005,0.5,7,0.0000,0.0000,1,8,2,2.0897
2,8,12,100,1000,40400,0.0000,0.0013,0.0005,0.5,4,0.0000,0.0000,1,8,2,0.1965
4,2,1,100,10000,1000100,0.0000,0.0016,0.0005,0.75,4,0.0001,0.0000,0.4,2,3,2.7806
2,2,19,100,10000,50300,0.0000,0.0041,0.0004,0.25,6,0.0000,0.0000,1,8,2,1.8664
2,4,16,400,100000,641600,0.0000,0.1417,,0.25,1,,,,8,2,18.1085
2,2,28,200,100000,40080200,0.0000,0.0013,0.0005,0.25,7,0.0000,0.0000,1,8,3,13.9143
2,2,22,100,100000,2020400,0.0000,0.0019,0.0003,0.25,6,0.0000,0.0000,1,8,3,18.4440
8,4,9,100,1000,40400,0.0000,0.0011,0.0005,0.75,5,0.0001,0.0000,0.2,8,2,0.1258
8,4,12,100,1000,1050200,0.0000,0.0011,0.0004,0.5,3,0.0000,0.0000,1,8,3,0.1187
4,2,15,200,100000,48000400,0.0000,0.0019,0.0005,0.5,5,0.0001,0.0000,0.9,8,3,24.2692
8,8,20,400,1000,641600,0.0000,0.0123,,0.25,0,,,,8,2,0.1903
2,4,27,200,1000,16120600,0.0000,0.0029,0.0004,0.25,7,0.0000,0.0000,1,8,3,0.1949
2,4,16,400,1000,801200,0.0000,0.0015,0.0006,0.75,0,0.0001,0.0000,0.7,8,2,0.2156
4,8,15,200,100000,40040400,0.0000,0.5360,,0.25,4,,,,8,3,21.4759
2,8,12,200,1000,280200,0.0000,0.0049,,0.75,8,,,,8,2,0.2378
4,4,6,400,100000,480400,0.0000,0.0014,0.0005,0.5,7,0.0000,0.0000,1,4,2,21.7440
8,8,20,200,100000,160800,0.0000,0.4547,,0.75,0,,,422.,8,2,19.8841
8,4,3,400,2400.0,3200,0.0000,0.0018,0.0004,0.25,8,0.0002,0.0000,0.5,8,1,0.1780
2,2,28,100,100000,5020100,0.0000,0.0017,0.0006,0.75,7,0.0001,0.0000,0.6,8,3,22.9020
2,2,27,100,45150.0,60200,0.0000,0.0038,0.0004,0.25,8,0.0000,0.0000,1,8,2,8.8550
4,2,23,400,10000,192321200,0.0000,0.0028,,0.25,4,,,,8,3,1.3251
8,4,9,200,1000,81200,0.0000,0.0022,,0.75,0,,,,8,2,0.1153
2,8,12,100,30300.0,40400,0.0000,0.0014,0.0005,0.5,5,0.0000,0.0000,1,8,2,6.0568
4,4,9,400,1000,3200,0.0000,0.0034,0.0005,0.25,3,0.0001,0.0000,0.8,8,1,0.1429
4,2,9,200,1000,1600,0.0000,0.0051,0.0005,0.5,6,0.0000,0.0000,1,8,1,0.1508
2,4,5,400,1000,1600,0.0000,0.0039,,0.75,4,,,,4,1,0.1306
2,2,28,400,1000,192480800,0.0000,0.0027,0.0005,0.75,0,0.0001,0.0000,0.1,8,3,0.1749
2,2,27,200,100000,240400,0.0000,0.0014,0.0005,0.25,5,0.0000,0.0000,1,8,2,18.0834
2,2,22,400,100000,128321600,0.0000,0.0015,0.0003,0.25,3,0.0000,0.0000,1,8,3,18.5675
4,2,17,100,10000,40400,0.0000,0.0028,0.0005,0.5,9,0.0001,0.0000,0.7,8,2,1.8113
4,4,15,200,100000,24040800,0.0000,0.0016,0.0005,0.25,3,0.0001,0.0000,0.7,8,3,16.9034
2,2,28,200,1000,24120400,0.0000,0.0013,0.0004,0.25,2,0.0000,0.0000,1,8,3,0.1916
2,2,28,200,100000,24120400,0.0000,0.0047,0.0004,0.25,0,0.0000,0.0000,1,8,3,21.9978
2,8,23,100,100000,3030200,0.0000,0.0014,0.0004,0.75,5,0.0001,0.0000,0.9,8,3,18.6565
2,4,21,400,10000,256640000,0.0000,0.0010,0.0004,0.5,0,0.0001,0.0000,0.9,8,3,1.3369
8,8,20,400,100000,641600,0.0000,0.0016,0.0005,0.5,4,0.0001,0.0000,0.1,8,2,19.7071
4,2,12,400,1000,3200,0.0000,0.0042,0.0006,0.75,3,0.0002,0.0001,0.2,8,1,0.1879
4,4,6,400,10000,320800,0.0000,0.0419,,0.5,6,,,,4,2,1.9881
4,2,23,200,100000,24160200,0.0000,0.0055,0.0237,0.5,8,0.0009,0.0002,0.226,8,3,20.4912
4,2,8,200,100000,16120600,0.0000,0.0010,0.0003,0.25,0,0.0000,0.0000,1,8,3,20.8317
8,4,9,400,1000,322400,0.0000,0.0023,,0.5,0,,,,8,2,0.1033
2,4,3,200,1000,32080400,0.0000,0.0070,0.0107,0.75,3,0.0005,0.0001,0.934176,8,3,0.1600
8,8,20,400,10000,641600,0.0000,0.0255,,0.5,0,,,422.,8,2,2.0255
2,2,28,400,100000,384320000,0.0000,0.0010,0.0003,0.25,6,0.0000,0.0000,1,8,3,14.4092
4,2,5,200,600.0,800,0.0000,59.9388,,0.75,8,,,,4,1,60.0002
4,4,1,200,10000,8120000,0.0000,0.0009,0.0003,0.5,6,0.0000,0.0000,1,4,3,1.2648
8,8,4,400,1000,641600,0.0000,0.0026,0.0005,0.25,1,0.0002,0.0000,0.8,8,2,0.1361
2,4,0,200,30150.0,40200,0.0000,0.0015,0.0005,0.5,0,0.0001,0.0000,0.4,2,2,6.4460
2,4,0,200,1000,80400,0.0000,0.0034,,0.5,9,,,,4,2,0.1999
4,4,6,100,10000,40000,0.0000,0.0177,,0.75,3,,,,4,2,2.3281
4,4,6,100,10000,30100,0.0000,0.0015,0.0005,0.5,7,0.0002,0.0000,0.1,4,2,2.0976
2,4,0,400,100000,320800,0.0000,0.4882,,0.75,1,,,,4,2,18.1029
2,8,12,200,100000,160800,0.0000,0.2735,,0.75,3,,,,8,2,21.6889
8,8,20,400,2400.0,3200,0.0000,0.0034,,0.75,0,,,,8,1,0.2365
8,8,1,100,150.0,200,0.0000,0.0017,0.0004,0.5,5,0.0000,0.0000,1,2,1,0.0186
2,8,1,400,1000,3200,0.0000,0.0026,,0.25,4,,,,8,1,0.0815
2,2,27,100,1000,50300,0.0000,0.0010,0.0004,0.25,0,0.0001,0.0000,0.7,8,2,0.1030
2,4,0,400,1000,160400,0.0000,0.0009,0.0004,0.5,2,0.0001,0.0000,0.4,2,2,0.1115
4,2,17,400,1000,482000,0.0000,0.0021,,0.75,4,,,,8,2,0.1192
4,2,23,200,10000,24160200,0.0000,0.0016,0.0005,0.75,8,0.0001,0.0000,0.8,8,3,1.8675
2,8,1,100,22875.0,30500,0.0000,56.9506,,0.25,1,,,,8,2,60.0002
8,4,9,100,10000,40400,0.0000,41.5531,,0.25,5,16.6367,,,8,2,60.0002
8,4,4,400,1000,640000,0.0000,2.5216,55.0498,0.5,1,1.5961,1.4757,,4,2,60.8590
4,2,23,200,1000,24080600,0.0000,0.0013,0.0004,0.25,4,0.0000,0.0000,1,8,3,0.1921
8,4,6,200,10000,16040200,0.0000,0.0015,0.0005,0.25,6,0.0000,0.0000,1,4,3,2.2176
2,4,27,100,100000,2030300,0.0000,0.0030,0.0003,0.25,9,0.0000,0.0000,1,8,3,18.1702
8,4,10,200,1000,1600,0.0000,0.0033,,0.75,8,,,,8,1,0.1033
4,2,17,200,90750.0,121000,0.0000,0.0015,0.0005,0.5,6,0.0002,0.0000,0.1,8,2,18.9114
8,4,12,100,1000,3030200,0.0000,0.0014,0.0005,0.75,7,0.0002,0.0000,0.7,8,3,0.2470
4,4,15,400,1000,384160400,0.0000,0.0013,0.0004,0.5,1,0.0000,0.0000,1,8,3,0.2429
4,4,9,100,600.0,800,0.0000,0.0051,,0.25,1,,,,8,1,0.0948
8,8,15,400,2400.0,3200,0.0000,0.0039,,0.25,7,,,,8,1,0.3325
2,2,22,100,10000,3040100,0.0000,0.0014,0.0005,0.75,1,0.0001,0.0000,0.4,8,3,2.1151
2,2,22,200,10000,24120400,0.0000,0.0010,0.0004,0.25,9,0.0001,0.0000,0.6,8,3,1.9750
8,4,6,400,10000,64160800,0.0000,0.0142,,0.5,9,,,,4,3,1.3383
2,8,1,200,100000,240400,0.0000,0.0013,0.0004,0.25,9,0.0000,0.0000,1,8,2,15.0510
2,4,27,100,100000,4010300,0.0000,0.0065,0.0005,0.75,1,0.0000,0.0000,1,8,3,22.9198
4,4,15,400,100000,192640400,0.0000,0.0016,0.0005,0.5,0,0.0001,0.0000,0.6,8,3,17.6881
4,2,17,100,30300.0,40400,0.0000,0.0016,0.0005,0.75,7,0.0001,0.0000,0.3,8,2,6.9371
8,4,1,200,100000,16120600,0.0000,0.5844,0.0005,0.25,1,0.0004,0.0000,1,8,3,22.2732
2,2,22,400,100000,256320800,0.0000,0.0011,0.0005,0.25,7,0.0001,0.0000,0.8,8,3,20.8093
2,8,12,400,100000,801200,0.0000,0.0010,0.0003,0.25,2,0.0000,0.0000,1,8,2,11.3133
4,2,5,200,600.0,800,0.0000,0.0020,,0.75,9,,,,4,1,0.0590
8,8,20,400,1000,482000,0.0000,0.0030,,0.5,8,,,,8,2,0.1016
8,4,1,200,1000,40040400,0.0000,0.0009,0.0004,0.25,8,0.0000,0.0000,1,8,3,0.1315
4,2,1,200,10000,8040000,0.0000,0.0021,0.0004,0.75,8,0.0002,0.0000,0.2,2,3,1.4785
8,4,6,100,10000,3000100,0.0000,0.0010,0.0004,0.5,5,0.0001,0.0000,0.6,4,3,1.4609
2,8,12,400,10000,482000,0.0000,0.0020,0.0006,0.25,6,0.0001,0.0000,0.4,8,2,1.8225
2,4,3,100,1000,3020300,0.0000,0.0012,0.0004,0.75,0,0.0000,0.0000,1,8,3,0.1423
8,4,8,400,100000,801200,0.0000,0.0213,,0.75,5,,,,8,2,20.8406
4,2,15,200,100000,32040600,0.0000,0.0015,0.0005,0.5,4,0.0001,0.0000,0.3,8,3,24.2883
4,2,9,400,2400.0,3200,0.0000,0.0060,,0.75,0,,,,8,1,0.4268
2,4,3,200,100000,40080200,0.0000,0.0026,0.0004,0.25,1,0.0000,0.0000,1,8,3,19.8563
2,4,3,400,100000,320160800,0.0000,0.0014,0.0004,0.75,5,0.0000,0.0000,1,8,3,21.9442
8,8,22,100,600.0,800,0.0000,0.0050,,0.5,7,,,,8,1,0.1065
2,4,16,100,37725.0,50300,0.0000,0.0013,0.0005,0.25,9,0.0001,0.0000,0.9,8,2,7.2100
8,8,22,400,2400.0,3200,0.0000,0.0038,,0.25,8,,,,8,1,0.3274
4,4,1,200,10000,8080200,0.0000,0.0030,0.0114,0.25,8,0.0002,0.0001,0.24,4,3,1.1720
4,2,1,200,100000,8000200,0.0000,0.0022,0.0005,0.5,4,0.0000,0.0000,1,2,3,19.2105
4,8,1,100,10000,2010100,0.0000,0.0578,,0.75,8,,,,4,3,2.6523
2,4,0,100,1000,20200,0.0000,0.0013,0.0005,0.25,9,0.0000,0.0000,1,4,2,0.1811
8,4,6,400,100000,64320400,0.0000,0.1719,,0.5,3,,,,4,3,15.2488
4,4,15,100,10000,4020200,0.0000,0.0010,0.0004,0.75,5,0.0001,0.0000,0.3,8,3,1.4915
8,8,1,400,600.0,800,0.0000,0.0017,0.0004,0.25,6,0.0000,0.0000,1,2,1,0.0515
2,8,23,200,100000,32080400,0.0000,0.1368,,0.75,1,,,,8,3,21.7520
8,4,9,400,100000,641600,0.0000,0.6350,,0.25,3,,,,8,2,15.1091
2,2,19,100,10000,40400,0.0000,0.0009,0.0004,0.5,8,0.0001,0.0000,0.1,8,2,1.1550
4,8,17,200,1000,16120600,0.0000,0.0010,0.0004,0.5,6,0.0001,0.0000,0.2,8,3,0.1223
2,4,5,200,1000,1600,0.0000,0.0031,,0.25,9,,,,8,1,0.0803
2,2,22,200,1000,24120400,0.0000,0.0019,0.0004,0.75,9,0.0001,0.0000,0.1,8,3,0.1439
8,8,4,400,100000,960800,0.0000,0.0019,0.0005,0.5,9,0.0001,0.0000,0.1,8,2,15.8628
4,2,12,100,600.0,800,0.0000,0.1347,0.0003,0.25,7,0.0002,0.0000,1,8,1,0.1855
8,8,15,400,1000,3200,0.0000,0.0040,,0.75,8,,,,8,1,0.1038
2,2,28,100,10000,3020300,0.0000,0.0016,0.0006,0.75,1,0.0001,0.0000,0.8,8,3,1.7820
4,2,1,400,10000,64000400,0.0000,0.0015,0.0005,0.5,9,0.0000,0.0000,1,2,3,2.5235
8,4,8,400,100000,960800,0.0000,0.8908,,0.75,4,,,,8,2,22.7262
4,2,5,400,1200.0,1600,0.0000,0.0027,0.0006,0.5,0,0.0002,0.0000,0.2,4,1,0.1985
4,8,17,100,100000,3020300,0.0000,0.1737,,0.5,7,,,,8,3,25.9813
4,2,12,400,1000,3200,0.0000,0.0067,,0.5,9,,,,8,1,0.1592
2,2,22,400,1000,128321600,0.0000,0.0015,0.0005,0.75,3,0.0001,0.0000,0.4,8,3,0.2147
2,4,21,200,10000,24120400,0.0000,0.0013,0.0004,0.25,4,0.0000,0.0000,1,8,3,2.1037
2,8,1,200,10000,240400,0.0000,0.0012,0.0004,0.75,4,0.0000,0.0000,1,8,2,2.0956
8,4,12,100,1000,4020200,0.0000,0.0025,0.0005,0.25,1,0.0000,0.0000,1,8,3,0.1963
8,8,15,200,1000,1600,0.0000,0.0031,,0.25,3,,,,8,1,0.1320
4,2,8,400,100000,256161200,0.0000,0.0015,0.0004,0.5,6,0.0000,0.0000,1,8,3,24.0531
8,4,8,400,10000,801200,0.0000,0.0012,0.0004,0.5,3,0.0000,0.0000,1,8,2,2.0467
4,4,15,400,10000,320320400,0.0000,0.0015,0.0005,0.75,7,0.0001,0.0000,0.9,8,3,2.6121
2,4,21,400,10000,128640800,0.0000,0.0028,0.0139,0.5,8,0.0002,0.0000,0.84,8,3,2.1721
2,4,0,100,1000,10100,0.0000,0.0075,,0.25,7,,,,2,2,0.1921
8,4,12,400,10000,256320800,0.0000,0.0014,0.0005,0.5,1,0.0000,0.0000,1,8,3,2.3555
2,2,28,200,100000,40080200,0.0000,0.0015,0.0005,0.25,3,0.0000,0.0000,1,8,3,23.3010
8,8,20,400,10000,641600,0.0000,0.0015,0.0006,0.75,2,0.0001,0.0000,0.4,8,2,2.1711
2,8,1,400,1000,482000,0.0000,0.0035,,0.75,1,,,,8,2,0.2094
2,4,3,200,100000,32080400,0.0000,0.1341,,0.25,3,,,,8,3,23.0457
4,2,5,400,1200.0,1600,0.0000,0.0023,0.0004,0.75,0,0.0000,0.0000,1,4,1,0.2111
4,2,23,400,1000,192161600,0.0000,0.0014,0.0005,0.25,9,0.0001,0.0000,0.8,8,3,0.1918
4,4,1,100,1000,1030000,0.0000,0.0036,,0.25,6,,,,4,3,0.2095
2,8,1,100,600.0,800,0.0000,0.0046,,0.5,5,,,,8,1,0.1050
4,2,17,100,22875.0,30500,0.0000,0.0016,0.0005,0.75,4,0.0001,0.0000,0.5,8,2,5.2587
8,4,8,400,1000,801200,0.0000,0.0063,,0.5,6,,,,8,2,0.2118
2,2,28,200,1000,48080000,0.0000,0.0014,0.0004,0.25,6,0.0001,0.0000,1,8,3,0.2381
2,4,0,100,1000,40000,0.0000,0.0038,,0.25,0,,,,4,2,0.1941
4,4,1,100,100000,3000100,0.0000,0.0014,0.0004,0.5,7,0.0001,0.0000,0.6,4,3,20.6252
8,4,12,200,100000,24120400,0.0000,0.0017,0.0005,0.25,0,0.0000,0.0000,1,8,3,22.1138
4,8,17,400,1000,128640800,0.0000,0.0037,0.0005,0.5,8,0.0001,0.0000,0.4,8,3,0.2017
2,4,0,200,30150.0,40200,0.0000,0.0014,0.0005,0.75,6,0.0001,0.0000,0.1,2,2,6.3096
2,4,3,200,100000,32120200,0.0000,0.0011,0.0003,0.25,9,0.0000,0.0000,1,8,3,22.2157
8,4,10,400,1000,3200,0.0000,1.3350,0.0004,0.25,1,0.0006,0.0000,1,8,1,1.4341
2,4,3,400,10000,192480800,0.0000,0.0016,0.0005,0.75,2,0.0001,0.0000,0.3,8,3,2.4625
4,4,9,200,1000,1600,0.0000,0.0032,,0.5,7,,,,8,1,0.1607
8,4,8,100,1000,30500,0.0000,0.0013,0.0005,0.5,9,0.0000,0.0000,1,8,2,0.2019
2,2,19,100,30300.0,40400,0.0000,0.0010,0.0003,0.25,5,0.0000,0.0000,1,8,2,4.1996
8,2,26,400,100000,960800,0.0000,0.0017,0.0005,0.75,4,0.0001,0.0000,0.1,8,2,13.6647
4,8,1,100,1000,3000100,0.0000,0.0010,0.0005,0.5,3,0.0001,0.0000,0.7,4,3,0.1451
8,4,9,100,30300.0,40400,0.0000,0.0010,0.0003,0.25,3,0.0000,0.0000,1,8,2,3.1767
8,4,3,200,1200.0,1600,0.0000,0.0033,,0.75,1,,,,8,1,0.1227
8,4,6,400,100000,192000400,0.0000,0.0018,0.0005,0.5,4,0.0000,0.0000,1,4,3,18.6872
4,2,1,100,1000,1010000,0.0000,0.0014,0.0004,0.25,6,0.0000,0.0000,1,2,3,0.2124
8,4,12,100,1000,1050200,0.0000,0.0009,0.0003,0.25,3,0.0000,0.0000,1,8,3,0.1141
4,8,17,400,1000,192480800,0.0000,0.0031,0.0005,0.25,5,0.0000,0.0000,1,8,3,0.1334
4,4,6,200,10000,80400,0.0000,0.0143,,0.75,9,,,,4,2,1.3440
2,2,22,200,1000,40040400,0.0000,0.0009,0.0004,0.25,0,0.0000,0.0000,1,8,3,0.1216
8,4,4,400,10000,320800,0.0000,58.7245,,0.75,7,,,,4,2,60.0002
8,8,4,100,1000,60200,0.0000,0.0837,0.0004,0.5,3,0.0001,0.0000,1,8,2,0.2038
2,8,1,400,1000,960800,0.0000,0.0051,,0.25,4,,,,8,2,0.1062
4,4,9,200,1000,1600,0.0000,0.0052,,0.75,8,,,,8,1,0.1075
4,4,9,400,2400.0,3200,0.0000,0.0048,,0.25,8,,,,8,1,0.1865
4,8,1,400,10000,64001200,0.0000,0.0026,0.0004,0.75,9,0.0001,0.0000,0.6,4,3,1.5244
8,4,4,400,100000,640000,0.0000,0.4167,,0.75,1,,,,4,2,14.5418
8,8,1,400,600.0,800,0.0000,0.0023,,0.5,1,,,,2,1,0.0533
2,4,0,200,1000,40200,0.0000,0.0069,,0.5,7,,,,2,2,0.1550
2,8,1,400,10000,482000,0.0000,0.0122,,0.75,0,,,,8,2,1.3410
2,8,23,100,100000,3020300,0.0000,0.0625,,0.75,7,,,,8,3,16.5215
4,4,1,400,100000,64320400,0.0000,0.0042,0.0004,0.25,8,0.0000,0.0000,1,4,3,21.1422
2,2,22,200,1000,32080400,0.0000,0.0013,0.0004,0.25,7,0.0000,0.0000,1,8,3,0.1906
8,8,22,200,1200.0,1600,0.0000,0.0035,,0.25,4,,,,8,1,0.1593
4,4,15,200,100000,24080600,0.0000,0.0025,,0.75,6,,,,8,3,17.2324
8,4,6,100,1000,1020100,0.0000,0.0028,,0.25,3,,,,4,3,0.1161
2,4,27,400,10000,256320800,0.0000,0.0065,,0.25,8,,,,8,3,1.2294
2,4,21,400,10000,192321200,0.0000,0.0048,,0.25,3,,,,8,3,1.9825
2,8,12,400,10000,641600,0.0000,0.0016,0.0005,0.5,4,0.0001,0.0000,0.3,8,2,1.9679
2,4,3,100,1000,4020200,0.0000,0.0014,0.0006,0.75,3,0.0001,0.0001,0.6,8,3,0.2549
2,2,28,100,100000,3030200,0.0000,0.0018,0.0004,0.25,0,0.0000,0.0000,1,8,3,22.2759
2,4,27,100,10000,4010300,0.0000,0.0015,0.0006,0.5,6,0.0001,0.0000,0.1,8,3,2.3931
2,4,27,200,10000,16120600,0.0000,0.0098,,0.75,2,,,,8,3,2.5306
4,8,17,100,10000,2030300,0.0000,0.0015,0.0006,0.5,6,0.0001,0.0000,0.6,8,3,2.3019
4,8,17,100,1000,3030200,0.0000,0.0060,,0.5,4,,,,8,3,0.2322
8,4,4,200,10000,120200,0.0000,0.0014,0.0004,0.75,6,0.0000,0.0000,1,4,2,2.2701
4,2,23,200,100000,16200200,0.0000,0.0011,0.0004,0.5,5,0.0001,0.0000,0.2,8,3,16.6908
4,4,15,400,10000,192321200,0.0000,0.5344,0.0004,0.25,6,0.0003,0.0000,0.3,8,3,1.7172
8,8,20,200,1000,1600,0.0000,0.0029,0.0003,0.25,2,0.0000,0.0000,1,8,1,0.0799
8,2,26,100,10000,60200,0.0000,0.0012,0.0004,0.25,8,0.0000,0.0000,1,8,2,1.7999
4,2,12,100,600.0,800,0.0000,0.0017,0.0005,0.5,6,0.0002,0.0000,0.5,8,1,0.0570
2,8,12,400,100000,641600,0.0000,0.0013,0.0005,0.5,4,0.0000,0.0000,1,8,2,12.9804
2,4,27,200,100000,32040600,0.0000,0.4268,,0.5,6,,,,8,3,24.9652
2,2,22,100,1000,1030400,0.0000,0.0013,0.0005,0.75,5,0.0001,0.0000,0.4,8,3,0.2294
8,2,6,400,2400.0,3200,0.0000,0.0037,,0.75,8,,,,8,1,0.4128
4,2,23,200,100000,24120400,0.0000,0.0015,0.0005,0.75,7,0.0001,0.0000,0.5,8,3,22.4981
4,4,15,400,100000,192640400,0.0000,0.1680,,0.25,0,,,,8,3,20.9869
8,4,1,200,100000,32080400,0.0000,0.0023,0.0005,0.5,0,0.0001,0.0000,0.5,8,3,21.9554
4,2,1,200,1000,8040000,0.0000,0.0016,0.0005,0.75,3,0.0001,0.0000,0.1,2,3,0.2306
8,4,12,100,100000,3030200,0.0000,0.0022,0.0003,0.5,7,0.0000,0.0000,1,8,3,15.0637
4,4,9,200,1000,1600,0.0000,0.0039,,0.5,2,,,,8,1,0.0894
8,8,8,200,1000,1600,0.0000,0.0033,0.0004,0.5,6,0.0000,0.0000,1,8,1,0.0943
8,8,20,200,1200.0,1600,0.0000,0.0022,,0.75,0,,,,8,1,0.1224
2,4,0,200,1000,80400,0.0000,0.4991,0.0003,0.5,5,0.0004,0.0000,1,4,2,0.6061
4,4,9,100,600.0,800,0.0000,0.0017,0.0004,0.75,1,0.0001,0.0000,0.8,8,1,0.0663
4,4,1,100,1000,2020000,0.0000,0.0009,0.0003,0.75,2,0.0000,0.0000,1,4,3,0.1459
2,4,16,100,30300.0,40400,0.0000,0.0336,,0.5,7,,,,8,2,5.7295
4,4,9,100,600.0,800,0.0000,0.0053,,0.75,9,,,,8,1,0.1062
8,8,20,100,1000,50300,0.0000,0.0033,,0.75,5,,,,8,2,0.2237
4,2,9,200,1000,1600,0.0000,0.0028,0.0006,0.5,4,0.0001,0.0000,0.3,8,1,0.1670
2,4,0,200,1000,80000,0.0000,0.0015,0.0006,0.75,1,0.0001,0.0000,0.6,2,2,0.2420
2,2,19,200,1000,240400,0.0000,0.0013,0.0005,0.75,1,0.0001,0.0000,0.7,8,2,0.2272
4,2,17,100,10000,40400,0.0000,0.0013,0.0006,0.5,3,0.0000,0.0000,1,8,2,2.0643
2,8,1,100,1000,60200,0.0000,0.0014,0.0005,0.25,4,0.0000,0.0000,1,8,2,0.1808
8,8,22,200,1200.0,1600,0.0000,0.0072,,0.5,0,,,,8,1,0.1961
4,2,23,200,1000,24040800,0.0000,59.7762,,0.5,9,,,,8,3,60.0003
8,4,1,400,1000,192800000,0.0000,0.0014,0.0005,0.25,5,0.0000,0.0000,1,8,3,0.2050
2,4,21,100,10000,4010300,0.0000,0.0011,0.0004,0.75,7,0.0001,0.0000,0.2,8,3,2.1583
2,4,21,400,1000,256320800,0.0000,0.1272,0.1776,0.75,1,0.0557,0.0698,0.99969701,8,3,0.8960
8,8,20,200,90750.0,121000,0.0000,0.0031,0.0004,0.25,7,0.0000,0.0000,1,8,2,11.2900
2,2,28,200,100000,24040800,0.0000,0.0015,0.0004,0.75,8,0.0000,0.0000,1,8,3,24.8161
2,4,16,200,100000,200600,0.0000,0.0015,0.0005,0.75,6,0.0001,0.0000,0.2,8,2,23.2217
4,8,15,400,1000,128321600,0.0000,0.0087,,0.75,6,,,,8,3,0.2365
