maximum.number.of.nodes,Clark's completion,Transform output,Propagating evidence,number.of.predicates,instance,Total time,maximum.arity,number.of.independent.pairs,domain.size,proportion.probabilistic,Solver call,Grounding,Transform input,Cycle breaking,universe.size,number.of.facts,number.of.variables,answer
4,0.0000,0.0000,0.0000,8,4,26.9258,3,15,200,0.5,0.0556,0.0017,0.0002,0.0001,32040600,100000,2,0.3
4,,,0.0000,8,0,0.4972,1,9,400,0.75,,0.0065,,,3200,2400.0,2,
2,0.0000,,0.0000,8,1,29.8429,3,3,200,0.25,,0.0054,,0.0001,40080200,100000,4,1
2,0.0003,,0.0000,8,5,32.6252,3,3,400,0.75,,0.0034,,0.0002,320160800,100000,4,1
8,,,0.0000,8,7,0.1484,1,22,100,0.5,,0.0112,,,800,600.0,8,
2,0.0001,0.0000,0.0000,8,9,9.7607,2,16,100,0.25,0.0396,0.0019,0.0002,0.0001,50300,37725.0,4,0.9
8,,,0.0000,8,8,0.4035,1,22,400,0.25,,0.0059,,,3200,2400.0,8,
4,0.0004,0.0001,0.0000,4,8,2.8382,3,1,200,0.25,0.0285,0.0082,0.0012,0.0026,8080200,10000,4,0.24
4,0.0000,,0.0000,2,4,32.8718,3,1,200,0.5,,0.0024,,0.0000,8000200,100000,2,1
4,,,0.0000,4,8,3.5181,3,1,100,0.75,,0.0714,,,2010100,10000,8,
2,0.0001,,0.0001,4,9,0.2105,2,0,100,0.25,,0.0034,,0.0000,20200,1000,4,1
8,,,0.0000,4,3,22.3293,3,6,400,0.5,,0.6075,,,64320400,100000,4,
4,0.0000,0.0000,0.0000,8,5,1.8885,3,15,100,0.75,0.0214,0.0010,0.0001,0.0001,4020200,10000,4,0.3
8,0.0000,,0.0000,2,6,0.0982,1,1,400,0.25,,0.0045,,0.0000,800,600.0,8,1
2,,,0.0000,8,1,31.0785,3,23,200,0.75,,0.1123,,,32080400,100000,8,
8,,,0.0000,8,3,18.5507,2,9,400,0.25,,0.9777,,,641600,100000,4,
2,0.0000,0.0000,0.0000,8,8,2.7345,2,19,100,0.5,0.0250,0.0014,0.0001,0.0001,40400,10000,2,0.1
4,0.0000,0.0000,0.0000,8,6,0.2981,3,17,200,0.5,0.0282,0.0014,0.0002,0.0001,16120600,1000,8,0.2
2,,,0.0000,8,9,0.1815,1,5,200,0.25,,0.0049,,,1600,1000,4,
2,0.0000,0.0000,0.0000,8,9,0.3843,3,22,200,0.75,0.0317,0.0029,0.0002,0.0001,24120400,1000,2,0.1
8,0.0000,0.0000,0.0000,8,9,24.8346,2,4,400,0.5,0.0383,0.0018,0.0001,0.0001,960800,100000,8,0.1
4,0.0000,,0.0001,8,7,0.3292,1,12,100,0.25,,0.2568,,0.0006,800,600.0,2,1
8,,,0.0000,8,8,0.2315,1,15,400,0.75,,0.0070,,,3200,1000,8,
2,0.0000,0.0000,0.0000,8,1,3.1818,3,28,100,0.75,0.0193,0.0016,0.0005,0.0001,3020300,10000,2,0.8
4,0.0000,,0.0002,2,9,3.4248,3,1,400,0.5,,0.0081,,0.0002,64000400,10000,2,1
8,,,0.0000,8,4,31.0761,2,8,400,0.75,,1.3281,,,960800,100000,4,
4,0.0000,0.0000,0.0000,4,0,0.2482,1,5,400,0.5,0.0254,0.0037,0.0005,0.0002,1600,1200.0,2,0.2
4,,,0.0000,8,7,31.8697,3,17,100,0.5,,0.2270,,,3020300,100000,8,
4,,,0.0000,8,9,0.1494,1,12,400,0.5,,0.0052,,,3200,1000,2,
2,0.0000,0.0000,0.0000,8,3,0.2576,3,22,400,0.75,0.0163,0.0012,0.0002,0.0001,128321600,1000,2,0.4
2,0.0000,,0.0002,8,4,3.0929,3,21,200,0.25,,0.0067,,0.0000,24120400,10000,4,1
2,0.0000,,0.0000,8,4,2.3028,2,1,200,0.75,,0.0013,,0.0000,240400,10000,8,1
8,0.0000,,0.0000,8,1,0.2848,3,12,100,0.25,,0.0028,,0.0000,4020200,1000,4,1
8,,,0.0000,8,3,0.1278,1,15,200,0.25,,0.0023,,,1600,1000,8,
4,0.0001,,0.0000,8,6,30.5059,3,8,400,0.5,,0.0013,,0.0000,256161200,100000,2,1
8,0.0000,,0.0000,8,3,1.7551,2,8,400,0.5,,0.0010,,0.0000,801200,10000,4,1
4,0.0000,0.0000,0.0000,8,7,3.3323,3,15,400,0.75,0.0317,0.0096,0.0002,0.0001,320320400,10000,4,0.9
2,0.0000,0.0000,0.0000,8,8,2.6149,3,21,400,0.5,0.0163,0.0020,0.0002,0.0001,128640800,10000,4,0.84
2,,,0.0000,2,7,0.2546,2,0,100,0.25,,0.0151,,,10100,1000,4,
8,0.0000,,0.0000,8,1,3.0710,3,12,400,0.5,,0.0014,,0.0000,256320800,10000,4,1
2,0.0000,,0.0000,8,3,27.6764,3,28,200,0.25,,0.0016,,0.0000,40080200,100000,2,1
8,0.0000,0.0002,0.0000,8,2,2.9738,2,20,400,0.75,0.0262,0.0018,0.0002,0.0001,641600,10000,8,0.4
2,,,0.0000,8,1,0.2798,2,1,400,0.75,,0.0036,,,482000,1000,8,
2,,,0.0000,8,3,30.8570,3,3,200,0.25,,0.2362,,,32080400,100000,4,
4,0.0000,,0.0000,4,0,0.2774,1,5,400,0.75,,0.0022,,0.0000,1600,1200.0,2,1
4,0.0000,0.0000,0.0000,8,9,0.3087,3,23,400,0.25,0.0261,0.0016,0.0001,0.0001,192161600,1000,2,0.8
4,,,0.0002,4,6,0.2918,3,1,100,0.25,,0.0127,,,1030000,1000,4,
2,,,0.0000,8,5,0.1568,1,1,100,0.5,,0.0131,,,800,600.0,8,
4,0.0000,0.0000,0.0000,8,4,7.4212,2,17,100,0.75,0.0297,0.0018,0.0002,0.0001,30500,22875.0,2,0.5
8,,,0.0000,8,6,0.2634,2,8,400,0.5,,0.0141,,,801200,1000,4,
2,0.0003,,0.0001,8,6,0.2515,3,28,200,0.25,,0.0025,,0.0002,48080000,1000,2,1
2,,,0.0000,4,0,0.2548,2,0,100,0.25,,0.0043,,,40000,1000,4,
4,0.0000,0.0002,0.0000,4,7,26.4792,3,1,100,0.5,0.0685,0.0027,0.0002,0.0001,3000100,100000,4,0.6
8,0.0000,,0.0000,8,0,20.9849,3,12,200,0.25,,0.0017,,0.0000,24120400,100000,4,1
4,0.0000,0.0000,0.0000,8,8,0.2117,3,17,400,0.5,0.0155,0.0026,0.0002,0.0001,128640800,1000,8,0.4
2,0.0000,0.0000,0.0000,2,6,5.9334,2,0,200,0.75,0.0251,0.0020,0.0002,0.0001,40200,30150.0,4,0.1
2,0.0000,,0.0000,8,9,21.8632,3,3,200,0.25,,0.0010,,0.0000,32120200,100000,4,1
8,0.0000,,0.0000,8,1,2.0349,1,10,400,0.25,,1.9018,,0.0015,3200,1000,4,1
2,0.0000,0.0000,0.0000,8,2,3.0677,3,3,400,0.75,0.0329,0.0013,0.0002,0.0001,192480800,10000,4,0.3
4,,,0.0000,8,7,0.2358,1,9,200,0.5,,0.0040,,,1600,1000,4,
8,0.0003,,0.0000,8,9,0.2779,2,8,100,0.5,,0.0025,,0.0002,30500,1000,4,1
2,0.0001,,0.0000,8,5,7.8855,2,19,100,0.25,,0.0016,,0.0001,40400,30300.0,2,1
8,0.0001,0.0002,0.0000,8,4,28.2510,2,26,400,0.75,0.0468,0.0037,0.0002,0.0003,960800,100000,2,0.1
4,0.0000,0.0001,0.0000,4,3,0.3836,3,1,100,0.5,0.0282,0.0017,0.0002,0.0001,3000100,1000,8,0.7
8,0.0000,,0.0000,8,3,6.4993,2,9,100,0.25,,0.0011,,0.0000,40400,30300.0,4,1
8,,,0.0000,8,1,0.2919,1,3,200,0.75,,0.0079,,,1600,1200.0,4,
8,0.0000,,0.0000,4,4,32.7477,3,6,400,0.5,,0.0038,,0.0001,192000400,100000,4,1
4,0.0000,,0.0000,2,6,0.2774,3,1,100,0.25,,0.0014,,0.0000,1010000,1000,2,1
8,0.0000,,0.0000,8,3,0.2088,3,12,100,0.25,,0.0012,,0.0000,1050200,1000,4,1
4,0.0000,,0.0000,8,5,0.2337,3,17,400,0.25,,0.0029,,0.0000,192480800,1000,8,1
4,,,0.0000,4,9,2.7311,2,6,200,0.75,,0.0301,,,80400,10000,4,
2,0.0000,,0.0000,8,0,0.2674,3,22,200,0.25,,0.0014,,0.0000,40040400,1000,2,1
8,,,0.0000,4,7,60.0002,2,4,400,0.75,,57.4657,,,320800,10000,4,
8,0.0000,,0.0000,8,3,0.2023,2,4,100,0.5,,0.0858,,0.0001,60200,1000,8,1
2,,,0.0000,8,4,0.0895,2,1,400,0.25,,0.0038,,,960800,1000,8,
4,,,0.0000,8,8,0.1625,1,9,200,0.75,,0.0081,,,1600,1000,4,
4,,,0.0000,8,8,0.2661,1,9,400,0.25,,0.0079,,,3200,2400.0,4,
4,0.0000,0.0000,0.0000,4,9,1.3969,3,1,400,0.75,0.0159,0.0013,0.0001,0.0001,64001200,10000,8,0.6
8,,,0.0000,4,1,23.1600,2,4,400,0.75,,0.5013,,,640000,100000,4,
8,,,0.0000,2,1,0.0906,1,1,400,0.5,,0.0036,,,800,600.0,8,
2,,,0.0000,2,7,0.1744,2,0,200,0.5,,0.0064,,,40200,1000,4,
2,,,0.0000,8,0,2.8053,2,1,400,0.75,,0.0178,,,482000,10000,8,
2,,,0.0000,8,7,27.7624,3,23,100,0.75,,0.1192,,,3020300,100000,8,
4,0.0000,,0.0000,4,8,26.8043,3,1,400,0.25,,0.0181,,0.0000,64320400,100000,4,1
2,0.0000,,0.0001,8,7,0.2651,3,22,200,0.25,,0.0050,,0.0000,32080400,1000,2,1
8,,,0.0000,8,4,0.3135,1,22,200,0.25,,0.0090,,,1600,1200.0,8,
4,,,0.0000,8,6,31.7166,3,15,200,0.75,,0.0044,,,24080600,100000,4,
8,,,0.0000,4,3,0.2912,3,6,100,0.25,,0.0035,,,1020100,1000,4,
2,,,0.0000,8,8,2.3614,3,27,400,0.25,,0.0180,,,256320800,10000,4,
2,,,0.0000,8,3,2.1751,3,21,400,0.25,,0.0037,,,192321200,10000,4,
2,0.0000,0.0000,0.0000,8,4,2.0206,2,12,400,0.5,0.0200,0.0014,0.0002,0.0001,641600,10000,8,0.3
2,0.0000,0.0000,0.0000,8,3,0.2580,3,3,100,0.75,0.0161,0.0014,0.0002,0.0002,4020200,1000,4,0.6
2,0.0000,,0.0000,8,0,25.9157,3,28,100,0.25,,0.0013,,0.0000,3030200,100000,2,1
2,0.0000,0.0000,0.0002,8,6,3.7683,3,27,100,0.5,0.0274,0.0077,0.0002,0.0001,4010300,10000,4,0.1
2,,,0.0000,8,2,2.4802,3,27,200,0.75,,0.0062,,,16120600,10000,4,
4,0.0000,0.0000,0.0000,8,6,2.1555,3,17,100,0.5,0.0205,0.0010,0.0002,0.0001,2030300,10000,8,0.6
4,,,0.0000,8,4,0.2394,3,17,100,0.5,,0.0047,,,3030200,1000,8,
8,0.0000,,0.0000,4,6,2.9616,2,4,200,0.75,,0.0016,,0.0000,120200,10000,4,1
4,0.0000,0.0002,0.0000,8,5,27.8289,3,23,200,0.5,0.0397,0.0011,0.0002,0.0001,16200200,100000,2,0.2
4,0.0000,0.0000,0.0000,8,6,3.8653,3,15,400,0.25,0.0236,1.2327,0.0002,0.0003,192321200,10000,4,0.3
8,0.0000,,0.0000,8,2,0.1236,1,20,200,0.25,,0.0027,,0.0000,1600,1000,8,1
8,0.0000,,0.0000,8,8,1.7710,2,26,100,0.25,,0.0011,,0.0000,60200,10000,2,1
4,0.0001,0.0000,0.0000,8,6,0.1385,1,12,100,0.5,0.0147,0.0028,0.0002,0.0003,800,600.0,2,0.5
2,0.0000,,0.0000,8,4,21.8896,2,12,400,0.5,,0.0016,,0.0000,641600,100000,8,1
2,,,0.0000,8,6,34.9822,3,27,200,0.5,,0.4107,,,32040600,100000,4,
2,0.0000,0.0000,0.0000,8,5,0.2411,3,22,100,0.75,0.0152,0.0010,0.0001,0.0001,1030400,1000,2,0.4
8,,,0.0000,8,8,0.3550,1,6,400,0.75,,0.0047,,,3200,2400.0,2,
4,0.0000,0.0001,0.0000,8,7,34.2201,3,23,200,0.75,0.0459,0.0015,0.0002,0.0001,24120400,100000,2,0.5
4,,,0.0001,8,0,29.1257,3,15,400,0.25,,0.2460,,,192640400,100000,4,
8,0.0000,0.0000,0.0000,8,0,28.4990,3,1,200,0.5,0.0318,0.0012,0.0001,0.0002,32080400,100000,4,0.5
4,0.0000,0.0000,0.0000,2,3,0.2518,3,1,200,0.75,0.0151,0.0013,0.0001,0.0001,8040000,1000,2,0.1
8,0.0000,,0.0000,8,7,29.1898,3,12,100,0.5,,0.0015,,0.0000,3030200,100000,4,1
4,,,0.0000,8,2,0.1407,1,9,200,0.5,,0.0052,,,1600,1000,4,
8,0.0000,,0.0000,8,6,0.1315,1,8,200,0.5,,0.0032,,0.0000,1600,1000,8,1
8,,,0.0000,8,0,0.1902,1,20,200,0.75,,0.0028,,,1600,1200.0,8,
2,0.0000,,0.0000,4,5,1.4434,2,0,200,0.5,,1.2490,,0.0013,80400,1000,4,1
4,0.0000,0.0000,0.0000,8,1,0.1811,1,9,100,0.75,0.0155,0.0018,0.0001,0.0002,800,600.0,4,0.8
4,0.0000,,0.0000,4,2,0.1819,3,1,100,0.75,,0.0012,,0.0000,2020000,1000,4,1
2,,,0.0000,8,7,7.2468,2,16,100,0.5,,0.0275,,,40400,30300.0,4,
4,,,0.0000,8,9,0.0689,1,9,100,0.75,,0.0031,,,800,600.0,4,
8,,,0.0000,8,5,0.1465,2,20,100,0.75,,0.0017,,,50300,1000,8,
4,0.0000,0.0000,0.0000,8,4,0.1189,1,9,200,0.5,0.0112,0.0016,0.0001,0.0001,1600,1000,2,0.3
2,0.0000,0.0000,0.0000,2,1,0.1333,2,0,200,0.75,0.0113,0.0009,0.0001,0.0001,80000,1000,4,0.6
2,0.0000,0.0000,0.0000,8,1,0.2295,2,19,200,0.75,0.0184,0.0016,0.0002,0.0001,240400,1000,2,0.7
4,0.0000,,0.0000,8,3,2.1485,2,17,100,0.5,,0.0008,,0.0001,40400,10000,2,1
2,0.0000,,0.0000,8,4,0.0956,2,1,100,0.25,,0.0007,,0.0000,60200,1000,8,1
8,,,0.0000,8,0,0.1104,1,22,200,0.5,,0.0038,,,1600,1200.0,8,
4,,,0.0000,8,9,60.0003,3,23,200,0.5,,59.6605,,,24040800,1000,2,
8,0.0000,,0.0000,8,5,0.2078,3,1,400,0.25,,0.0016,,0.0000,192800000,1000,4,1
2,0.0002,0.0000,0.0000,8,7,2.8543,3,21,100,0.75,0.0189,0.0032,0.0002,0.0006,4010300,10000,4,0.2
2,0.0730,0.0004,0.0000,8,1,60.2807,3,21,400,0.75,59.2736,0.2246,0.0084,0.0952,256320800,1000,4,0.81
8,0.0000,,0.0000,8,7,16.0045,2,20,200,0.25,,0.0016,,0.0000,121000,90750.0,8,1
2,0.0000,,0.0000,8,8,20.3278,3,28,200,0.75,,0.0016,,0.0000,24040800,100000,2,1
2,0.0000,0.0000,0.0000,8,6,20.4179,2,16,200,0.75,0.0221,0.0010,0.0001,0.0001,200600,100000,4,0.2
4,,,0.0000,8,6,0.1247,3,15,400,0.75,,0.0048,,,128321600,1000,8,
4,0.0000,0.0000,0.0000,2,8,1.3655,3,1,400,0.25,0.0137,0.0019,0.0002,0.0002,64160000,10000,2,0.9
2,0.0000,,0.0000,8,2,0.1493,1,5,200,0.25,,0.0036,,0.0001,1600,1000,8,1
2,0.0000,0.0000,0.0000,8,1,0.2009,1,1,400,0.75,0.0172,0.0024,0.0002,0.0002,3200,1000,8,0.5
8,0.0000,,0.0000,8,6,0.1794,2,20,400,0.25,,0.0012,,0.0000,960800,1000,8,1
4,0.4988,0.0022,0.0000,8,7,60.3522,1,12,400,0.75,55.7987,1.2286,0.0333,0.5872,3200,2400.0,2,0.51
2,0.0000,0.0000,0.0000,8,3,17.2123,3,23,100,0.5,0.0309,0.0016,0.0001,0.0001,6020000,100000,8,0.8
8,0.0000,,0.0000,8,0,11.6550,2,9,200,0.25,,0.0014,,0.0000,81200,60900.0,4,1
4,,,0.0000,8,6,0.1037,1,9,100,0.5,,0.0050,,,800,600.0,2,
8,,,0.0000,8,0,2.2413,2,4,100,0.75,,0.0197,,,40400,10000,8,
2,0.0000,,0.0000,8,3,0.2093,3,3,400,0.25,,0.0095,,0.0000,256320800,1000,4,1
8,0.0000,0.0000,0.0000,4,1,24.9359,3,6,200,0.75,0.0266,0.0010,0.0002,0.0001,16080000,100000,4,0.4
2,0.0000,,0.0000,8,9,0.1151,3,28,400,0.25,,0.0012,,0.0000,256480400,1000,2,1
2,,,0.0000,8,5,0.0828,1,5,100,0.5,,0.0033,,,800,600.0,8,
8,0.0000,,0.0000,4,8,23.9925,3,6,100,0.5,,0.0028,,0.0000,1020100,100000,4,1
4,0.0000,0.0000,0.0000,4,2,20.9544,3,1,400,0.75,0.0364,0.0016,0.0002,0.0001,128320000,100000,4,0.6
8,0.0000,0.0000,0.0000,8,5,23.8953,3,12,400,0.25,0.0310,0.0017,0.0002,0.0001,256161200,100000,4,0.6
8,,,0.0000,8,9,0.0984,1,10,400,0.75,,0.0043,,,3200,1000,4,
4,,,0.0000,8,4,0.0946,1,9,200,0.25,,0.0043,,,1600,1000,4,
2,,,0.0000,8,1,60.0002,2,1,100,0.5,,55.8789,,,30500,22875.0,8,
8,,,0.0000,8,8,0.1587,1,15,200,0.25,,0.0033,,,1600,1200.0,8,
2,0.0000,,0.0000,8,0,0.1226,3,28,200,0.5,,0.0011,,0.0000,24120400,1000,2,1
4,0.0000,0.0000,0.0000,8,7,15.5630,3,23,400,0.75,0.0199,0.0010,0.0001,0.0001,192480800,100000,2,0.4
2,0.0000,,0.0000,8,7,1.1238,2,1,200,0.5,,0.0023,,0.0000,160800,10000,8,1
4,0.0000,0.0000,0.0000,2,1,1.2326,3,1,200,0.25,0.0136,0.0010,0.0001,0.0001,8040000,10000,2,0.2
8,0.0000,0.0000,0.0000,8,5,1.2718,2,4,400,0.75,0.0136,0.0010,0.0001,0.0001,960800,10000,8,0.5
2,,,0.0000,8,7,0.1095,3,23,200,0.25,,0.0025,,,24080600,1000,8,
2,,,0.0000,8,7,0.1132,2,27,200,0.75,,0.0024,,,121000,1000,2,
2,0.0000,,0.0000,8,9,0.1142,3,23,100,0.25,,0.0016,,0.0000,4020200,1000,8,1
2,,,0.0000,8,3,0.0489,1,1,100,0.5,,0.0028,,,800,600.0,8,
4,0.0000,0.0000,0.0000,8,6,0.2189,3,17,400,0.5,0.0137,0.0011,0.0001,0.0001,128481200,1000,8,0.1
4,0.0000,,0.0000,4,6,0.1606,3,1,400,0.25,,0.0020,,0.0000,128000800,1000,8,1
4,0.0000,0.0000,0.0000,8,8,1.8194,3,17,400,0.5,0.0109,0.0009,0.0001,0.0000,128640800,10000,8,0.1
2,0.0000,,0.0000,2,1,19.4202,2,0,400,0.25,,0.0021,,0.0001,320000,100000,4,1
4,0.0000,0.0000,0.0000,8,1,25.0800,3,15,100,0.25,0.0275,0.0016,0.0001,0.0001,2030300,100000,2,0.7
4,0.0000,,0.0000,8,8,27.8498,3,15,200,0.5,,0.0011,,0.0000,32080400,100000,8,1
4,,,0.0000,8,8,60.0002,3,15,200,0.75,,58.7101,,,24040800,10000,4,
8,0.0001,0.0000,0.0000,8,3,0.2289,1,15,200,0.5,0.0164,0.0029,0.0003,0.0003,1600,1200.0,8,0.544
8,0.0000,0.0000,0.0000,8,2,2.3005,3,1,400,0.25,0.0266,0.0020,0.0002,0.0001,256480400,10000,4,0.5
4,,,0.0000,4,6,3.3966,2,6,100,0.75,,0.1536,,,20200,15150.0,4,
8,,,0.0000,8,0,0.1841,2,8,200,0.75,,0.0042,,,200600,1000,4,
4,,,0.0000,8,3,0.3303,1,11,400,0.75,,0.0033,,,3200,2400.0,8,
2,0.0000,,0.0000,8,8,1.8792,1,5,400,0.25,,1.5900,,0.0012,3200,2400.0,8,1
8,,,0.0000,8,9,0.1559,1,6,200,0.5,,0.0066,,,1600,1000,2,
4,0.0001,0.0000,0.0000,2,8,28.6869,3,1,200,0.75,0.0455,0.0031,0.0003,0.0001,8040000,100000,2,0.8
2,0.0000,,0.0000,8,8,20.8870,3,22,100,0.5,,0.0011,,0.0000,4000400,100000,2,1
2,0.0000,0.0000,0.0000,8,2,21.6966,3,21,200,0.75,0.0591,0.0010,0.0001,0.0001,32040600,100000,4,0.4
4,0.0000,,0.0000,8,7,0.3854,3,15,400,0.25,,0.0021,,0.0000,320160800,1000,8,1
2,0.0000,0.0000,0.0000,8,4,2.1124,2,27,400,0.75,0.0212,0.0016,0.0003,0.0001,801200,10000,2,0.7
2,,,0.0000,8,4,2.8392,3,23,100,0.5,,0.0083,,,5010200,10000,8,
8,0.0000,0.0000,0.0000,8,9,2.3020,2,26,200,0.5,0.0186,0.0043,0.0002,0.0001,160800,10000,2,0.4
2,0.0000,,0.0000,8,8,1.9379,2,19,400,0.25,,0.0011,,0.0000,641600,10000,2,1
4,0.0000,0.0000,0.0000,8,8,0.1831,2,17,200,0.75,0.0111,0.0021,0.0001,0.0001,160800,1000,2,0.5
8,,,0.0001,8,0,0.1191,1,3,400,0.25,,0.0135,,,3200,1000,4,733.
4,0.0000,,0.0000,8,9,3.3514,3,23,100,0.75,,0.0008,,0.0000,3010400,10000,2,1
4,0.0000,,0.0000,4,6,0.1402,3,1,100,0.75,,0.0014,,0.0000,2000200,1000,8,1
4,,,0.0000,8,6,0.1105,1,12,200,0.75,,0.0076,,,1600,1000,2,
2,0.0000,,0.0000,8,3,20.7335,3,22,200,0.25,,0.0012,,0.0000,16080800,100000,2,1
2,,,0.0000,2,3,1.2752,2,0,200,0.75,,0.0144,,,80000,10000,4,
4,0.0000,,0.0000,8,0,14.8656,2,17,400,0.5,,0.0013,,0.0000,801200,100000,2,1
4,0.0000,0.0000,0.0000,2,0,18.3569,3,1,100,0.5,0.0213,0.0020,0.0001,0.0001,1010000,100000,2,0.7
8,,,0.0000,8,7,0.1207,2,8,100,0.75,,0.0034,,,50300,1000,4,
2,0.0001,0.0000,0.0000,8,2,1.8958,2,27,100,0.5,0.0181,0.0038,0.0004,0.0003,50300,10000,2,0.1
2,0.0000,0.0000,0.0000,2,6,0.8324,2,0,100,0.5,0.0131,0.0010,0.0001,0.0001,10100,7575.0,4,0.3
4,0.0000,0.0000,0.0000,8,7,0.1686,3,15,100,0.75,0.0126,0.0009,0.0001,0.0001,5020100,1000,4,0.1
2,0.0000,,0.0000,8,8,21.3216,3,28,400,0.25,,0.0014,,0.0000,192161600,100000,2,1
4,0.0000,0.0000,0.0000,8,8,2.0867,3,23,200,0.25,0.0183,0.0058,0.0002,0.0002,24160200,10000,2,0.1
2,0.0000,,0.0000,8,1,0.1967,3,3,100,0.25,,0.0025,,0.0000,5020100,1000,4,1
4,0.0000,0.0000,0.0000,8,9,0.2484,3,8,400,0.75,0.0168,0.0013,0.0001,0.0001,192480800,1000,2,0.9
8,,,0.0000,8,3,21.2986,2,4,400,0.5,,0.5688,,,960800,100000,8,
8,0.0000,0.0000,0.0000,8,7,2.2126,2,26,100,0.5,0.0190,0.0033,0.0002,0.0002,50300,10000,2,0.1
2,0.0000,0.0000,0.0000,8,6,24.4225,3,28,200,0.25,0.0299,0.0036,0.0002,0.0001,48080000,100000,2,0.5
8,,,0.0000,8,5,0.1290,1,10,400,0.75,,0.0024,,,3200,1000,4,
4,0.0000,0.0000,0.0000,8,4,2.1468,3,23,400,0.75,0.0178,0.0016,0.0002,0.0001,192321200,10000,2,0.8
8,,,0.0000,4,9,0.2023,2,4,400,0.5,,0.0049,,,320800,1000,4,
2,,,0.0000,8,5,24.2062,3,27,200,0.5,,0.0558,,,32120200,100000,4,
8,0.0001,0.0001,0.0000,8,9,0.7394,1,20,200,0.75,0.0262,0.3140,0.0003,0.0005,1600,1200.0,8,0.79
2,,,0.0000,4,4,0.1564,1,5,200,0.5,,0.0054,,,800,600.0,4,
2,0.0000,0.0000,0.0000,8,0,0.1755,2,19,400,0.25,0.0152,0.0012,0.0001,0.0001,482000,1000,2,0.5
2,0.0000,0.0000,0.0000,8,8,0.1760,1,5,400,0.5,0.0150,0.0037,0.0001,0.0001,3200,1000,4,0.9
4,0.0000,0.0000,0.0000,4,2,23.5789,3,1,100,0.75,0.0287,0.0019,0.0002,0.0001,2020000,100000,4,0.6
8,,,0.0000,8,2,0.2118,2,9,400,0.75,,0.0073,,,641600,1000,4,
8,0.0000,0.0001,0.0000,8,5,0.2456,2,8,200,0.75,0.0204,0.0016,0.0002,0.0001,200600,1000,4,0.2
2,0.0000,0.0000,0.0000,8,3,2.0475,2,19,100,0.5,0.0161,0.0013,0.0001,0.0001,50300,10000,2,0.7
8,0.0002,0.0001,0.0000,4,8,20.6900,2,4,200,0.75,0.0410,0.0091,0.0006,0.0009,120200,90150.0,4,0.56344
8,0.0000,,0.0000,4,2,0.2492,2,4,200,0.5,,0.0013,,0.0000,80400,1000,4,1
8,,,0.0000,8,0,0.0890,1,6,200,0.5,,0.0030,,,1600,1200.0,2,
2,0.0000,,0.0000,2,9,0.1102,2,0,200,0.75,,0.0044,,0.0000,40200,1000,4,1
4,0.0000,,0.0000,8,1,0.0916,3,23,400,0.25,,0.0008,,0.0000,192321200,1000,2,1
2,0.0001,0.0001,0.0000,2,0,1.3859,2,0,200,0.75,0.0209,0.0016,0.0002,0.0001,40200,10000,4,0.3
2,0.0000,,0.0000,8,1,0.1464,2,27,400,0.25,,0.0014,,0.0000,801200,1000,2,1
8,0.0000,,0.0000,8,1,1.4618,2,9,400,0.25,,0.4668,,0.0002,960800,10000,4,1
4,0.0000,,0.0000,8,4,15.6478,3,15,400,0.5,,0.0010,,0.0000,192480800,100000,4,1
2,0.0001,0.0000,0.0000,8,1,14.8413,2,27,200,0.25,0.0404,0.0022,0.0002,0.0001,200600,100000,2,0.5
4,,,0.0000,8,8,29.9025,3,15,100,0.75,,0.0723,,,4020200,100000,8,
4,0.0000,0.0001,0.0000,8,9,0.1830,1,11,200,0.25,0.0195,0.0024,0.0003,0.0002,1600,1200.0,8,0.5
2,0.0000,0.0000,0.0000,8,3,0.1777,3,28,400,0.75,0.0106,0.0008,0.0001,0.0000,320320400,1000,2,0.6
4,0.0000,,0.0000,4,7,0.0895,2,6,200,0.25,,0.0009,,0.0000,120200,1000,4,1
8,,,0.0000,8,9,13.0001,2,20,400,0.5,,0.1137,,,322400,100000,8,
2,,,0.0000,8,0,13.2406,2,16,200,0.5,,0.0431,,,200600,100000,4,
4,0.0000,0.0000,0.0000,8,4,1.7348,3,15,200,0.5,0.0197,0.0016,0.0002,0.0001,32040600,10000,2,0.2
2,0.0000,0.0000,0.0000,8,7,1.0648,2,27,400,0.5,0.0114,0.0008,0.0001,0.0001,482000,10000,2,0.3
8,0.0000,0.0001,0.0001,4,2,1.1023,2,4,400,0.5,0.0193,0.0016,0.0002,0.0001,320800,10000,4,0.6
4,,,0.0000,4,6,0.3142,3,1,100,0.5,,0.1149,,,2000200,1000,8,
4,0.0000,0.0001,0.0000,2,7,20.7212,3,1,100,0.5,0.0463,0.0043,0.0002,0.0001,1000100,100000,2,0.8
4,0.0000,,0.0000,8,2,1.0431,3,15,100,0.25,,0.0021,,0.0000,2030300,10000,2,1
4,0.0000,,0.0000,8,5,0.2019,3,23,100,0.5,,0.0014,,0.0001,2050100,1000,2,1
4,0.0000,0.0000,0.0000,2,8,22.2009,3,1,200,0.5,0.0260,0.0018,0.0001,0.0001,8040000,100000,2,0.7
4,0.0000,0.0001,0.0000,4,5,29.3354,3,1,400,0.5,0.0452,0.0024,0.0002,0.0001,128000800,100000,8,0.1
2,0.0000,0.0000,0.0000,8,4,0.2051,1,5,400,0.75,0.0150,0.0035,0.0002,0.0003,3200,1000,4,0.8
