maximum.number.of.nodes,number.of.variables,Grounding,maximum.arity,universe.size,instance,DSharp compilation,Total time,proportion.probabilistic,answer,number.of.facts,number.of.independent.pairs,Propagating evidence,Cycle breaking,Clark's completion,number.of.predicates,domain.size
2,2,0.0016,3,128321600,6,0.0006,28.7299,0.5,0.4,100000,22,0.0000,0.0001,0.0000,8,400
2,8,0.0069,2,40400,7,,6.3744,0.25,,30300.0,1,0.0000,,,8,100
4,2,0.0031,3,3020300,1,0.0005,29.5700,0.25,1,100000,23,0.0000,0.0000,0.0000,8,100
4,2,0.0014,2,482000,6,0.0005,0.2188,0.5,0.8,1000,17,0.0000,0.0001,0.0000,8,400
8,8,0.0028,1,200,0,0.0005,0.0445,0.5,1,150.0,1,0.0000,0.0000,0.0000,2,100
8,8,0.0024,1,3200,3,0.0005,0.4309,0.5,0.3,2400.0,20,0.0000,0.0002,0.0000,8,400
2,4,0.0018,3,256320800,8,0.0003,0.1801,0.5,1,1000,3,0.0000,0.0000,0.0000,8,400
8,8,0.0043,1,3200,4,,0.2947,0.5,,2400.0,15,0.0000,,,8,400
8,4,0.0027,1,1600,9,0.0009,0.1640,0.75,0.4,1000,10,0.0000,0.0002,0.0001,8,200
4,2,0.0013,3,16120600,3,0.0004,28.9513,0.75,1,100000,23,0.0000,0.0000,0.0000,8,200
8,8,0.0012,2,641600,4,0.0006,22.6172,0.5,1,100000,4,0.0000,0.0000,0.0000,8,400
4,8,0.0010,3,4030100,0,0.0005,0.2131,0.75,0.8,1000,15,0.0000,0.0001,0.0000,8,100
8,2,0.0036,1,1600,7,,0.1752,0.5,,1200.0,6,0.0000,,,8,200
4,4,0.0010,2,40000,3,0.0003,1.8750,0.5,1,10000,6,0.0000,0.0000,0.0000,4,100
8,4,0.0009,2,20200,7,0.0004,2.9011,0.5,1,15150.0,4,0.0000,0.0000,0.0000,4,100
4,8,0.0022,3,256480400,0,0.0006,2.5036,0.75,1,10000,15,0.0002,0.0000,0.0000,8,400
4,2,0.0036,3,40120000,2,0.0020,29.4827,0.25,1,100000,23,0.0000,0.0000,0.0000,8,200
2,4,0.0017,3,40080200,0,0.0005,3.5775,0.75,0.5,10000,27,0.0001,0.0001,0.0000,8,200
8,2,0.0073,2,200600,7,0.0005,2.7940,0.25,1,10000,26,0.0001,0.0003,0.0002,8,200
4,4,0.0015,3,2020000,2,0.0005,0.3192,0.5,1,1000,1,0.0000,0.0000,0.0000,4,100
4,2,0.0044,1,3200,4,,0.5426,0.75,,2400.0,9,0.0000,,,8,400
8,8,0.0046,1,3200,6,,0.2974,0.25,,2400.0,22,0.0000,,,8,400
8,8,0.0105,2,40400,4,,1.8182,0.5,,10000,20,0.0000,,,8,100
8,2,0.0045,1,3200,5,0.0005,0.2416,0.75,1,1000,6,0.0001,0.0000,0.0000,8,400
2,8,0.0068,2,121000,0,,0.1534,0.25,,1000,1,0.0000,,,8,200
8,8,0.2767,2,641600,0,,24.4484,0.25,422.,100000,20,0.0000,,,8,400
4,4,0.0113,3,128320000,1,0.0007,2.1446,0.25,1,10000,1,0.0001,0.0001,0.0000,4,400
4,8,0.0022,3,2030300,6,0.0007,32.1412,0.75,0.2,100000,17,0.0000,0.0001,0.0000,8,100
8,8,0.0034,1,1600,0,,0.1794,0.25,,1000,20,0.0000,,,8,200
8,4,0.0011,3,8200400,3,0.0004,23.9288,0.25,0.2,100000,12,0.0000,0.0001,0.0000,8,200
4,2,0.0014,3,64160000,8,0.0005,30.2592,0.75,0.5,100000,1,0.0000,0.0001,0.0000,2,400
2,4,0.0024,3,4030100,5,,0.1987,0.25,,1000,27,0.0000,,,8,100
2,4,0.0016,3,16200200,4,0.0005,25.2247,0.5,1,100000,3,0.0000,0.0000,0.0000,8,200
8,4,0.0019,3,2040200,9,0.0004,28.4947,0.25,1,100000,12,0.0000,0.0000,0.0000,8,100
2,4,0.0027,3,256161200,6,0.0017,3.0389,0.5,0.8,10000,27,0.0000,0.0001,0.0000,8,400
8,4,0.1768,2,120200,0,0.0005,0.3685,0.5,0.7,1000,4,0.0000,0.0002,0.0000,4,200
4,8,0.0924,3,40040400,4,,0.2879,0.25,,1000,15,0.0000,,,8,200
8,8,0.0051,1,1600,4,,0.1664,0.5,,1200.0,15,0.0000,,,8,200
4,2,0.0012,3,8000200,4,0.0004,2.8724,0.25,1,10000,1,0.0000,0.0000,0.0000,2,200
8,8,0.0048,1,3200,5,,0.3242,0.5,,2400.0,15,0.0000,,,8,400
4,2,0.0012,3,256161200,4,0.0004,2.5602,0.25,1,10000,15,0.0000,0.0000,0.0000,8,400
4,4,0.0012,3,1020100,8,0.0004,2.9010,0.5,1,10000,1,0.0000,0.0000,0.0000,4,100
8,4,0.0011,2,480400,6,0.0004,0.0872,0.25,1,1000,4,0.0000,0.0000,0.0000,4,400
2,2,0.0008,2,40400,8,0.0003,0.1063,0.75,1,1000,19,0.0000,0.0000,0.0000,8,100
4,8,0.0020,3,192321200,3,,0.1115,0.75,,1000,15,0.0000,,,8,400
8,8,0.0019,1,3200,7,,0.0763,0.5,,1000,15,0.0000,,,8,400
8,4,0.0020,2,40400,7,0.0003,1.8082,0.5,0.1,10000,9,0.0000,0.0001,0.0000,8,100
8,4,0.0009,3,3030200,0,0.0004,1.1701,0.5,0.2,10000,12,0.0000,0.0001,0.0000,8,100
2,4,0.0046,1,1600,8,0.0006,0.1559,0.75,0.7,1200.0,5,0.0000,0.0001,0.0000,8,200
4,8,0.1584,3,3020300,7,,0.3750,0.75,,1000,17,0.0000,,,8,100
4,2,0.0011,2,641600,7,0.0004,20.8842,0.25,1,100000,17,0.0000,0.0000,0.0000,8,400
2,2,0.0029,2,801200,4,0.0005,14.3621,0.5,1,100000,19,0.0000,0.0000,0.0000,8,400
4,4,0.0557,2,80400,6,,1.1820,0.25,,10000,6,0.0000,,,4,200
8,8,0.0294,2,960800,7,,0.1599,0.75,,1000,4,0.0000,,,8,400
2,4,0.0435,3,4030100,5,,21.5268,0.25,,100000,27,0.0000,,,8,100
8,4,0.0037,1,1600,2,,0.2760,0.75,,1200.0,3,0.0000,,,8,200
4,2,0.0013,3,8040000,0,0.0004,0.1994,0.5,1,1000,1,0.0000,0.0000,0.0000,2,200
8,8,36.8698,2,200600,2,,60.0023,0.25,,100000,4,0.0000,,,8,200
4,2,0.0015,3,192640400,8,0.0005,0.2762,0.25,0.6,1000,23,0.0000,0.0001,0.0000,8,400
8,8,0.0127,1,3200,7,,0.2784,0.25,,2400.0,20,0.0000,,,8,400
4,4,0.1172,3,3020300,6,0.0008,28.7186,0.25,1,100000,15,0.0000,0.0001,0.0000,8,100
2,2,0.0010,2,482000,0,0.0003,1.3467,0.25,1,10000,19,0.0000,0.0000,0.0000,8,400
8,8,0.0055,1,3200,1,,0.2589,0.25,,2400.0,22,0.0000,,,8,400
2,4,0.0013,3,24080600,3,0.0004,26.6086,0.5,0.2,100000,21,0.0000,0.0001,0.0000,8,200
8,2,0.0039,2,280200,5,0.0006,2.6924,0.75,1,10000,26,0.0000,0.0000,0.0000,8,200
8,4,0.7461,2,200600,9,,0.9427,0.25,,1000,9,0.0000,,,8,200
8,8,0.0077,1,3200,7,,0.0973,0.25,,1000,22,0.0000,,,8,400
2,4,0.0032,1,1600,1,,0.1030,0.25,,1000,5,0.0000,,,8,200
2,2,0.0011,3,256320800,7,0.0004,19.9227,0.5,0.2,100000,22,0.0000,0.0001,0.0000,8,400
8,4,0.2427,2,320800,5,0.0005,0.3607,0.25,1,1000,4,0.0000,0.0002,0.0000,4,400
4,2,0.0032,3,1000100,7,0.0005,0.2908,0.5,0.2,1000,1,0.0000,0.0001,0.0000,2,100
8,8,0.0014,2,160800,4,0.0005,2.8278,0.75,0.1,10000,20,0.0000,0.0001,0.0000,8,200
2,4,0.0013,3,8120800,4,0.0004,2.6224,0.5,1,10000,27,0.0000,0.0000,0.0000,8,200
4,2,0.0030,3,24080600,8,0.0032,27.5294,0.5,1,100000,8,0.0000,0.0011,0.0002,8,200
8,4,0.1019,2,240400,1,,0.2312,0.25,,1000,9,0.0000,,,8,200
4,4,0.0016,3,128320000,1,0.0003,0.1731,0.75,0.3,1000,1,0.0000,0.0001,0.0000,4,400
2,4,0.0008,2,801200,2,0.0004,1.2936,0.25,1,10000,16,0.0000,0.0000,0.0000,8,400
8,4,0.0011,3,64160800,9,0.0004,1.7917,0.75,0.8,10000,6,0.0000,0.0001,0.0000,4,400
4,2,0.0047,3,64000400,4,0.0009,0.1899,0.75,1,1000,1,0.0000,0.0001,0.0002,2,400
2,8,0.0009,3,6010100,6,0.0003,0.1599,0.25,1,1000,23,0.0000,0.0000,0.0000,8,100
4,8,0.0030,1,3200,0,,0.1499,0.25,,1000,11,0.0000,,,8,400
4,2,0.0012,3,192480800,9,0.0004,0.1490,0.25,0.4,1000,8,0.0000,0.0001,0.0000,8,400
2,2,0.0016,2,240400,1,0.0004,24.4726,0.5,1,100000,19,0.0000,0.0000,0.0000,8,200
4,2,0.0008,3,4020200,0,0.0003,3.8029,0.5,1,10000,23,0.0000,0.0000,0.0000,8,100
2,4,0.0087,1,800,9,,0.2813,0.75,,600.0,5,0.0000,,,8,100
2,8,0.0040,2,121000,6,0.0014,0.4755,0.75,0.8,1000,12,0.0000,0.0007,0.0002,8,200
8,8,0.0080,2,960800,7,0.0005,31.6089,0.5,1,100000,4,0.0002,0.0001,0.0000,8,400
8,2,0.0012,2,240400,8,0.0007,0.1404,0.25,1,1000,26,0.0000,0.0001,0.0002,8,200
2,4,0.0010,3,32040600,6,0.0004,1.9653,0.5,1,10000,27,0.0000,0.0000,0.0000,8,200
4,4,0.0015,3,8120000,6,0.0022,0.1864,0.25,1,1000,1,0.0000,0.0000,0.0000,4,200
4,8,0.0036,3,2040200,8,0.0011,0.2540,0.5,1,1000,17,0.0000,0.0000,0.0000,8,100
2,4,0.0059,2,200600,6,0.0004,0.1785,0.25,1,1000,16,0.0001,0.0002,0.0000,8,200
4,2,0.0035,2,160800,9,0.0007,0.1941,0.75,0.4,1000,17,0.0000,0.0001,0.0000,8,200
2,2,0.0017,2,200600,3,0.0025,1.8213,0.25,1,10000,19,0.0000,0.0001,0.0000,8,200
4,2,0.0025,3,8040000,6,0.0008,29.6259,0.5,1,100000,1,0.0000,0.0001,0.0001,2,200
4,4,0.0040,2,30100,0,0.0024,2.0972,0.25,1,10000,6,0.0000,0.0000,0.0001,4,100
4,2,0.0031,3,8040000,1,0.0005,24.0442,0.5,1,100000,1,0.0000,0.0001,0.0001,2,200
8,4,0.0042,1,3200,4,,0.2715,0.5,,2400.0,10,0.0000,,,8,400
2,2,0.0016,3,4010300,5,0.0005,2.2241,0.75,0.1,10000,28,0.0000,0.0001,0.0000,8,100
8,4,0.0009,3,256320800,1,0.0003,0.1872,0.25,1,1000,12,0.0000,0.0000,0.0000,8,400
8,8,0.0020,2,30500,7,0.0030,2.1235,0.25,0.1,10000,20,0.0001,0.0002,0.0001,8,100
4,2,59.6186,1,3200,7,,60.0002,0.25,,2400.0,12,0.0000,,,8,400
2,4,0.0021,2,480400,8,0.0012,18.6431,0.25,1,100000,0,0.0000,0.0000,0.0000,4,400
4,2,0.0012,3,64160000,6,0.0006,28.2698,0.25,0.1,100000,1,0.0000,0.0001,0.0000,2,400
4,2,0.0014,3,192161600,2,0.0004,0.1764,0.25,1,1000,8,0.0000,0.0000,0.0000,8,400
2,4,0.0021,3,32120200,5,0.0007,0.3904,0.25,0.2,1000,27,0.0000,0.0001,0.0000,8,200
8,4,0.0746,2,801200,5,,18.7099,0.5,,100000,8,0.0000,,,8,400
4,2,0.0083,1,3200,2,,0.3945,0.75,,2400.0,9,0.0000,,,8,400
4,4,0.0031,3,192321200,6,,0.2128,0.5,,1000,15,0.0000,,,8,400
4,8,0.0033,3,320320400,0,0.0005,27.5783,0.25,1,100000,17,0.0000,0.0000,0.0000,8,400
2,4,0.0014,2,10100,0,0.0004,0.2037,0.75,0.5,1000,0,0.0000,0.0001,0.0000,2,100
4,8,0.0033,3,192160000,2,0.0005,0.2350,0.25,1,1000,1,0.0000,0.0000,0.0000,4,400
4,4,0.0518,2,10300,8,,2.7318,0.75,,7725.0,6,0.0000,,,4,100
8,4,0.0057,1,3200,7,,0.4037,0.75,,2400.0,10,0.0000,,,8,400
2,2,0.0018,2,40400,5,0.0008,1.4532,0.25,1,10000,19,0.0000,0.0001,0.0001,8,100
4,2,0.0010,3,4010300,4,0.0003,1.9923,0.5,0.4,10000,15,0.0000,0.0001,0.0000,8,100
8,4,0.0016,3,16080000,1,0.0006,2.1583,0.75,0.1,10000,6,0.0000,0.0001,0.0000,4,200
8,4,0.0014,3,2020400,2,0.0004,2.2481,0.75,0.6,10000,12,0.0000,0.0001,0.0000,8,100
2,4,0.0011,2,320800,6,0.0004,2.7253,0.75,0.9,10000,0,0.0000,0.0001,0.0000,4,400
8,8,0.0025,1,200,8,,0.0309,0.75,,150.0,1,0.0000,,,2,100
2,4,0.0015,3,256161200,3,0.0005,22.5964,0.75,1,100000,27,0.0000,0.0000,0.0000,8,400
4,2,0.0022,3,1000100,5,0.0005,0.2068,0.25,0.2,1000,1,0.0000,0.0001,0.0000,2,100
8,4,0.1407,1,1600,4,,0.2262,0.25,,1200.0,3,0.0000,,,8,200
2,8,0.0009,3,5030000,2,0.0004,0.1329,0.5,1,1000,23,0.0000,0.0000,0.0000,8,100
2,4,48.4705,2,80400,6,,60.0003,0.5,,60300.0,0,0.0000,,,4,200
8,4,0.0324,2,200600,7,,1.1079,0.75,,10000,8,0.0000,,,8,200
2,2,0.0035,2,641600,5,0.0004,24.6907,0.75,0.5,100000,19,0.0001,0.0001,0.0000,8,400
2,4,0.0063,1,3200,4,,0.6886,0.5,,2400.0,5,0.0000,,,8,400
8,4,0.0015,2,30100,0,0.0004,2.1889,0.25,1,10000,4,0.0000,0.0000,0.0000,4,100
4,8,0.0029,3,6000200,2,0.0005,3.1283,0.25,1,10000,15,0.0000,0.0001,0.0000,8,100
8,8,0.0020,2,121000,7,0.0006,2.5424,0.5,1,10000,20,0.0000,0.0000,0.0000,8,200
2,8,0.0251,2,1120400,8,,2.2001,0.25,,10000,12,0.0000,,,8,400
4,2,0.0021,3,24080600,3,0.0007,2.9822,0.5,1,10000,15,0.0000,0.0001,0.0000,8,200
8,8,0.0023,1,400,0,0.0004,0.0828,0.25,1,300.0,1,0.0000,0.0001,0.0000,2,200
4,4,0.0012,3,24040800,3,0.0006,0.2207,0.75,0.9,1000,15,0.0000,0.0001,0.0000,8,200
4,8,0.0848,3,2030300,6,,20.4629,0.25,,100000,17,0.0000,,,8,100
8,4,0.6775,3,128481200,1,,24.2070,0.5,,100000,1,0.0000,,,8,400
2,8,0.0046,1,1600,3,,0.1388,0.5,,1200.0,1,0.0000,,,8,200
4,4,0.0045,3,3000100,3,0.0004,0.2563,0.5,0.5,1000,1,0.0000,0.0001,0.0000,4,100
2,4,0.0015,1,3200,2,0.0003,0.1001,0.75,0.1,1000,5,0.0000,0.0001,0.0000,8,400
2,4,0.0018,1,400,7,,0.0298,0.5,,300.0,5,0.0000,,,4,100
4,4,0.0011,2,30100,4,0.0004,0.2133,0.75,0.5,1000,6,0.0000,0.0001,0.0000,4,100
8,8,0.0148,2,960800,3,0.0003,0.1409,0.5,0.8,1000,4,0.0000,0.0001,0.0000,8,400
2,8,0.0051,1,800,3,,0.1844,0.5,,600.0,5,0.0000,,,8,100
4,2,0.0012,3,8040000,1,0.0004,26.3368,0.25,1,100000,1,0.0000,0.0000,0.0000,2,200
4,8,0.0022,3,16040200,1,0.0007,29.5931,0.75,0.6,100000,1,0.0000,0.0001,0.0000,4,200
8,4,0.0029,2,50300,6,,0.1379,0.75,,1000,8,0.0001,,,8,100
4,2,0.0021,3,8000200,9,0.0005,31.3828,0.5,0.4,100000,1,0.0000,0.0001,0.0000,2,200
4,4,0.0036,3,2020400,9,,28.5149,0.25,,100000,15,0.0000,,,8,100
8,4,0.0110,3,1000700,6,,0.3670,0.75,,1000,1,0.0000,,,8,100
2,4,0.0014,2,80000,1,0.0004,0.1959,0.5,0.3,1000,0,0.0000,0.0001,0.0000,2,200
8,4,57.3292,2,80400,7,,60.0002,0.5,,10000,4,0.0000,,,4,200
4,2,0.0018,2,121000,4,0.0005,0.1269,0.75,0.3,1000,17,0.0000,0.0001,0.0000,8,200
4,2,0.0079,1,1600,9,,0.1674,0.25,,1200.0,12,0.0000,,,8,200
8,4,0.0023,2,20600,8,0.0116,1.7641,0.5,0.76,10000,8,0.0000,0.0001,0.0001,8,100
2,4,0.0026,3,32040600,7,,1.4262,0.5,,10000,21,0.0000,,,8,200
2,4,0.0008,3,128640800,8,0.0003,0.1026,0.25,1,1000,21,0.0000,0.0000,0.0000,8,400
2,4,0.5017,2,120200,2,,22.5026,0.5,,90150.0,0,0.0000,,,4,200
8,2,0.0015,1,1600,1,0.0003,0.2963,0.75,1,1200.0,6,0.0000,0.0000,0.0000,8,200
2,2,0.0019,3,3030200,4,0.0004,27.5775,0.25,1,100000,28,0.0000,0.0000,0.0000,8,100
4,2,0.0009,2,160800,9,0.0003,22.8869,0.25,1,100000,17,0.0000,0.0000,0.0000,8,200
2,2,0.0046,2,960800,5,0.0007,1.9532,0.25,1,10000,27,0.0001,0.0001,0.0001,8,400
8,4,0.0040,1,3200,7,0.0008,0.3072,0.75,0.3,1000,3,0.0000,0.0004,0.0001,8,400
2,2,0.0053,2,121000,3,0.0261,20.7971,0.5,0.56,90750.0,27,0.0000,0.0003,0.0001,8,200
4,2,0.0008,3,128481200,1,0.0003,21.6411,0.25,1,100000,15,0.0000,0.0000,0.0000,8,400
2,4,0.0013,2,641600,7,0.0003,1.4933,0.75,1,10000,16,0.0000,0.0000,0.0000,8,400
8,8,0.0025,1,1600,6,,0.1113,0.75,,1200.0,15,0.0000,,,8,200
8,4,0.0069,1,1600,0,,0.2407,0.75,732.,1200.0,10,0.0000,,,8,200
4,2,0.0019,3,3010400,9,0.0006,0.2062,0.25,1,1000,23,0.0000,0.0000,0.0000,8,100
8,4,0.0026,2,641600,3,0.0005,0.2135,0.5,1,1000,9,0.0000,0.0000,0.0000,8,400
8,4,0.0032,1,3200,5,0.0005,0.4216,0.75,0.3,2400.0,3,0.0000,0.0003,0.0000,8,400
8,4,0.0014,3,4020200,0,0.0005,0.2553,0.75,0.7,1000,1,0.0000,0.0001,0.0000,8,100
2,2,0.0015,3,192480800,0,0.0006,20.7059,0.25,1,100000,28,0.0000,0.0000,0.0000,8,400
8,8,0.0023,1,3200,0,0.0006,0.3922,0.75,0.6,2400.0,15,0.0000,0.0002,0.0001,8,400
8,4,0.0029,1,1600,4,0.0006,0.1992,0.75,0.6,1200.0,3,0.0000,0.0003,0.0000,8,200
2,4,0.0031,1,1600,5,0.0004,0.1791,0.5,1,1200.0,5,0.0000,0.0000,0.0000,4,400
2,4,0.0012,2,20200,4,0.0004,0.1922,0.5,1,1000,0,0.0000,0.0000,0.0000,4,100
2,4,0.0032,1,400,5,,0.0548,0.5,,300.0,5,0.0000,,,4,100
8,4,0.0012,2,30500,8,0.0004,6.1142,0.5,1,22875.0,9,0.0000,0.0000,0.0000,8,100
8,4,0.0197,3,1020100,7,,2.7169,0.75,,10000,6,0.0000,,,4,100
2,8,0.0040,1,3200,2,,0.3889,0.75,,2400.0,1,0.0000,,,8,400
2,4,0.0018,2,80000,4,0.0003,0.1067,0.25,1,1000,0,0.0000,0.0000,0.0000,2,200
2,8,0.0009,3,32080400,1,0.0003,0.1495,0.5,1,1000,23,0.0000,0.0000,0.0000,8,200
4,4,0.0015,3,192161600,3,0.0007,24.8364,0.25,0.5,100000,15,0.0000,0.0001,0.0000,8,400
4,2,0.0012,3,1010000,6,0.0004,0.2331,0.5,1,1000,1,0.0000,0.0000,0.0000,2,100
2,2,0.0012,3,192321200,1,0.0004,0.2245,0.75,0.2,1000,28,0.0000,0.0001,0.0000,8,400
4,8,0.7202,3,128160400,8,,30.2808,0.5,,100000,1,0.0000,,,4,400
2,2,0.0023,2,50300,2,0.0008,6.8799,0.5,0.8,37725.0,27,0.0000,0.0002,0.0000,8,100
8,2,0.0014,2,70100,5,0.0005,0.2095,0.75,0.6,1000,26,0.0000,0.0001,0.0000,8,100
8,4,0.0025,3,5010200,8,0.0008,33.6070,0.75,0.1,100000,1,0.0000,0.0001,0.0000,8,100
4,4,0.0008,3,32120200,2,0.0003,1.4721,0.25,1,10000,15,0.0000,0.0000,0.0000,8,200
4,2,0.0045,3,64000400,9,0.0009,30.0068,0.5,1,100000,1,0.0000,0.0001,0.0002,2,400
2,2,0.0027,3,320320400,7,0.0005,1.8193,0.75,0.9,10000,28,0.0000,0.0001,0.0000,8,400
8,4,0.0072,1,1600,3,,0.1493,0.5,218.,1200.0,3,0.0000,,,8,200
2,8,0.0037,2,50300,2,,0.1735,0.25,,1000,12,0.0000,,,8,100
2,4,0.0012,2,641600,3,0.0004,2.6147,0.5,1,10000,16,0.0000,0.0000,0.0000,8,400
4,2,0.0026,3,48000400,5,0.0006,28.0340,0.75,0.9,100000,15,0.0000,0.0001,0.0000,8,200
4,8,0.0022,3,2010100,1,0.0005,27.9311,0.5,1,100000,1,0.0000,0.0000,0.0000,4,100
8,4,0.0010,2,60200,6,0.0004,1.6333,0.5,1,10000,9,0.0000,0.0000,0.0000,8,100
2,4,0.0073,2,801200,6,,0.2153,0.5,,1000,16,0.0000,,,8,400
8,8,0.0149,1,3200,5,,0.3729,0.75,,1000,20,0.0001,,,8,400
2,8,0.0020,2,960800,8,0.0006,0.1941,0.25,0.2,1000,1,0.0001,0.0001,0.0000,8,400
8,2,0.0079,1,3200,2,,0.2059,0.5,829.,1000,6,0.0000,,,8,400
4,2,0.0029,1,400,5,0.0006,0.0612,0.75,0.5,300.0,5,0.0000,0.0002,0.0000,4,100
2,4,0.0017,3,3020300,0,0.0003,25.8067,0.5,1,100000,3,0.0000,0.0000,0.0000,8,100
8,4,0.0042,2,641600,3,0.0009,23.3520,0.5,0.6,100000,9,0.0001,0.0002,0.0001,8,400
2,4,0.0332,2,10100,7,,1.4705,0.25,,7575.0,0,0.0000,,,2,100
8,4,0.0028,1,3200,5,,0.1274,0.25,,1000,10,0.0000,,,8,400
8,4,0.5522,3,16080000,0,,25.8658,0.5,,100000,6,0.0000,,,4,200
4,2,0.0009,2,160800,3,0.0003,0.1132,0.25,1,1000,17,0.0000,0.0000,0.0000,8,200
8,8,0.0328,2,50300,3,,9.7460,0.75,,37725.0,20,0.0000,,,8,100
2,2,0.0009,2,200600,7,0.0003,18.1317,0.75,0.9,100000,19,0.0000,0.0000,0.0000,8,200
2,2,0.0012,3,40080200,3,0.0004,2.1647,0.75,1,10000,28,0.0000,0.0000,0.0000,8,200
4,2,0.0010,3,256161200,6,0.0003,23.6298,0.75,0.4,100000,8,0.0000,0.0001,0.0000,8,400
8,2,0.0027,1,1600,7,,0.0794,0.25,,1000,6,0.0000,,,8,200
2,2,0.0050,3,24120400,0,0.0006,0.1941,0.75,0.4,1000,28,0.0000,0.0007,0.0003,8,200
8,4,0.0024,3,8001400,6,0.0006,20.1822,0.25,1,100000,1,0.0000,0.0000,0.0000,8,200
2,4,0.0009,3,2040200,8,0.0003,0.1236,0.5,0.7,1000,21,0.0000,0.0000,0.0000,8,100
2,4,0.0046,3,3010400,6,,0.2228,0.75,,1000,3,0.0000,,,8,100
2,4,0.0026,1,800,7,,0.0440,0.25,,600.0,5,0.0000,,,4,200
2,4,0.0015,2,30100,7,0.0005,1.4542,0.25,1,10000,0,0.0000,0.0000,0.0000,4,100
8,4,0.1228,2,482000,9,,26.4707,0.5,,100000,8,0.0000,,,8,400
4,8,0.0556,3,256320800,8,,29.3378,0.75,,100000,15,0.0000,,,8,400
8,4,0.0021,3,2040200,9,0.0008,0.2953,0.25,0.4,1000,12,0.0000,0.0001,0.0000,8,100
4,4,0.0019,3,256320800,5,0.0006,0.2989,0.25,1,1000,15,0.0000,0.0000,0.0001,8,400
4,4,0.0014,2,30100,7,0.0007,2.9355,0.5,0.1,22575.0,6,0.0000,0.0001,0.0001,4,100
2,8,0.0049,3,24120400,5,,1.3461,0.25,,10000,23,0.0000,,,8,200
2,4,0.0009,2,40200,2,0.0004,0.0843,0.25,0.9,1000,0,0.0000,0.0001,0.0000,2,200
4,4,0.0079,3,16080800,9,,1.2163,0.5,,10000,15,0.0000,,,8,200
2,8,0.0074,1,3200,3,,0.3034,0.25,,2400.0,1,0.0000,,,8,400
2,2,0.0016,3,5010200,0,0.0006,0.2042,0.5,0.5,1000,22,0.0000,0.0001,0.0000,8,100
2,4,0.4348,2,120200,7,0.9467,17.0716,0.75,1,90150.0,0,0.0000,0.2511,0.3640,4,200
8,4,0.0069,2,20200,5,,0.1848,0.25,,1000,4,0.0000,,,4,100
4,4,0.0016,3,24040800,8,0.0003,0.1061,0.5,1,1000,15,0.0000,0.0000,0.0000,8,200
2,8,0.0009,2,641600,7,0.0003,12.9443,0.25,1,100000,1,0.0000,0.0000,0.0000,8,400
2,4,0.0033,3,16120600,9,,0.1901,0.25,,1000,27,0.0000,,,8,200
2,4,0.0213,3,4020200,8,,19.7323,0.75,,100000,27,0.0000,,,8,100
4,4,0.0026,1,800,9,0.0006,0.0812,0.25,1,600.0,9,0.0000,0.0000,0.0000,8,100
2,4,0.0008,3,16200200,4,0.0003,1.3186,0.5,1,10000,3,0.0000,0.0000,0.0000,8,200
4,2,0.0008,2,641600,1,0.0003,0.0818,0.25,1,1000,17,0.0000,0.0000,0.0000,8,400
4,8,0.0020,3,1000300,9,0.0004,16.6058,0.5,1,100000,1,0.0000,0.0000,0.0000,4,100
4,8,0.0013,3,3010400,9,0.0005,0.2169,0.75,1,1000,17,0.0000,0.0000,0.0000,8,100
4,2,0.0042,1,800,3,,0.0852,0.5,,600.0,5,0.0000,,,4,200
2,4,0.0605,2,1120400,8,,12.8187,0.25,,100000,16,0.0000,,,8,400
2,4,0.0011,3,256161200,1,0.0004,19.0941,0.5,0.8,100000,27,0.0000,0.0001,0.0000,8,400
4,8,0.0015,3,2000200,5,0.0003,15.2735,0.25,1,100000,1,0.0000,0.0000,0.0000,4,100
8,4,0.0027,2,20200,9,,0.0835,0.25,,1000,4,0.0000,,,4,100
4,2,0.0009,3,320480000,2,0.0003,1.1844,0.5,0.9,10000,23,0.0000,0.0001,0.0000,8,400
2,2,0.0016,2,960800,5,0.0003,0.0948,0.5,1,1000,27,0.0000,0.0000,0.0000,8,400
8,4,0.0010,2,240400,1,0.0004,14.6091,0.75,0.1,100000,9,0.0000,0.0001,0.0000,8,200
2,2,0.0010,3,24120400,2,0.0004,0.1120,0.5,0.8,1000,28,0.0000,0.0001,0.0000,8,200
8,8,0.0059,1,1600,6,,0.2250,0.75,,1000,22,0.0000,,,8,200
8,4,0.0127,2,50300,1,,0.2184,0.5,,1000,8,0.0001,,,8,100
4,2,0.0013,3,8040000,8,0.0004,14.1747,0.25,1,100000,1,0.0000,0.0000,0.0000,2,200
2,2,0.0011,3,2020400,3,0.0004,1.2483,0.75,0.9,10000,22,0.0000,0.0001,0.0000,8,100
4,8,0.0070,3,3020300,7,,1.3677,0.75,,10000,17,0.0000,,,8,100
2,4,0.0009,2,200600,9,0.0003,0.1064,0.75,0.3,1000,16,0.0000,0.0001,0.0000,8,200
2,2,0.0014,2,162800,9,0.0006,1.0467,0.75,0.8,10000,19,0.0000,0.0001,0.0000,8,400
4,4,0.0008,2,640000,3,0.0004,1.7144,0.75,0.7,10000,6,0.0000,0.0001,0.0000,4,400
4,4,0.0015,2,120200,0,0.0003,0.1086,0.75,0.3,1000,6,0.0000,0.0001,0.0000,4,200
2,8,0.0025,2,320000,6,,0.1083,0.75,,1000,1,0.0000,,,8,200
